GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155
   Омская область;215183372;215321905;20919;15866304;15844230;158442071;3116;16749;16749;184236;11;-8117;151868931;152175763;763305198;19972;7567;404012;404481;2426886;207;0;0;0;0;0;0;0;0;166811;159454;797270;114;34880100;34764681;219049440;8698;10819269;10783538;3643;7266;9251;36;11981024;11952103;5658;254012;252684;910;0;0;0;-414;355;18;5750;2541;14;0;0;0;179169012;179257188;20244;132332288;132675337;20078;3052104;3054515;458;1003543;1008500;376;12222000;12118038;3460;166488;159131;111;30156653;30006707;8093;236642;235734;137;0;0;0;103;167;1;384617;385977;275;42488621;42527457;20836;0;0;0;6623995;6571213;595;8089901;8102896;44;40060230;28982208;5796441;6660751;1332148;670048;3794245;1907;381;167;33;0;348;2;0;12467577;2493515;13352402;2670481;2471;-179437;0;0;0;0;41449785;8289956;20013153;4002629;672519;3614808;16760688;3352137;560009;112001;210417;3029719;2391;11945;2389;0;2;861774;17622462;3726;636;2;0;40060230;382650
   Оренбургская область;253724820;253583547;14086;12712726;12700551;127005498;2258;566;322;3542;4;119416;192044853;192063506;960317466;13328;-15;3766547;3766692;22600157;251;0;0;0;0;0;0;0;0;597654;597677;2988386;134;37476729;37437599;233476299;6172;6161550;6167511;2822;81093;81093;8;7005845;7009364;4244;151159;158294;934;260;76;5;-7720;1484;33;26903;3441;8;110;110;3;180713178;180730145;13066;134599235;134644921;12962;2261884;2261174;236;518507;519944;186;7865445;7848191;2673;584578;584292;127;34715649;34681818;5697;189879;189765;183;0;0;0;7377;2931;2;4274898;4277113;183;75738408;75576671;14459;0;0;0;6799636;6806777;404;6266653;6266380;58;107327990;22627511;4525503;4655167;931032;419212;3175259;8385;1677;5464;1093;0;584;9;0;111834986;22366998;102685543;20537108;42610;1787280;0;0;0;0;134462497;26892501;107340710;21468140;461822;4962539;4398913;879783;560079;112016;113337;654430;56953;1869;374;13;56566;829074;5227987;20809;1861;18;0;107327990;4277060
   Орловская область;78162331;78266456;7972;11914043;11794712;117947111;1471;6701;6701;73715;7;-86163;43212177;43394651;216972684;7367;-382;1384727;1363368;8082359;204;0;0;0;0;0;0;0;0;84853;84545;422724;57;17443127;17442561;117651819;3546;2565424;2564785;1204;5850;5850;18;4203219;4178789;1798;106008;103297;469;22;22;1;3561;3905;11;5533;2553;7;19;19;1;70629559;70822766;7556;46229797;46432302;7491;2769078;2769207;239;579389;579573;169;4389698;4390592;1189;84738;84430;53;16484124;16475247;3351;95313;95313;98;0;0;0;27;0;4;78464;78464;50;9746275;9682306;8013;0;0;0;2237160;2197567;244;359774;361846;20;17320860;6600796;1320156;1865026;373006;79570;867580;209022;41804;21282;4256;10825;26723;9;0;897280;179457;55228;11046;1026;167385;0;0;0;0;7498076;1499613;1920254;384052;80596;1034965;1676406;335281;8557;1712;3178;330391;8108;30;6;0;8102;5152;1681558;27434;10;13;0;17320860;77111
   Пензенская область;133846908;133529466;12117;18270085;18272253;182722505;1854;3785;3785;41634;8;195931;87063859;86966479;434824097;11508;353;1204912;1203911;7223443;322;0;0;0;0;0;0;0;0;67286;67386;336929;124;20338376;20319834;133015090;5974;6415198;6403274;2342;228;329;8;6701626;6693410;3596;86634;83437;862;4;4;2;1719;1719;32;899665;895570;11;0;0;0;116418073;116209004;11688;87244322;87031836;11594;3029428;3036003;363;343099;342981;150;7245651;7267159;2197;67434;67193;122;18436218;18412306;5723;51917;51525;145;0;0;0;0;0;0;31770;31722;28;21264206;21151771;12469;0;0;0;2871989;2826572;222;623155;583008;44;22843174;12096325;2419263;1706414;341282;108782;1969199;0;0;0;0;0;0;0;0;3066846;613370;1098215;219644;7788;385938;0;0;0;0;15163171;3032633;2804629;560926;116570;2355137;2463111;492622;49747;9949;379;482294;0;0;0;0;0;666541;3129652;0;0;0;0;22843174;5036
   Пермский край;406637976;406889972;34764;15362901;15338088;153370972;3406;7277;3375;37122;10;-43347;310224714;310487913;1552439295;33951;-2874;4082256;4078229;24468177;758;720;720;3352;4;0;0;0;0;1312518;1312395;6561974;260;62088682;62078440;375818065;16340;12427179;12416001;7255;48920;69359;42;13599305;13585603;10931;966166;963716;2248;2974;2974;2;2472;2472;37;12568;5226;20;398;398;6;323056329;323675948;33395;242269012;242958435;33128;6667327;6643604;899;992367;989394;308;12231440;12222517;6781;1293719;1293617;250;58898494;58863596;15497;535673;535512;317;165194;165194;1;691;232;2;3004181;3004609;211;98433741;98051204;35968;0;0;0;16819143;16810636;398;8505050;8505670;108;325625443;58169818;11633964;12446445;2489287;1199414;7945263;146325;29265;286160;57232;11075;-39042;30;0;55565095;11113019;38107891;7621580;269948;3221491;0;0;0;0;113734913;22746983;50554336;10110867;1469362;11166754;19223178;3844634;2766905;553380;28785;3262469;11239;30226;6045;2671;2523;4466185;23689363;30345;1294;21;0;325625443;3012039
   Псковская область;46668137;46619775;6107;9250254;9250335;92499172;718;52;52;570;3;-23651;28327946;28261921;141309536;5931;0;1353869;1353852;8123111;148;0;0;923;0;0;0;0;0;50903;50465;252325;57;6687681;6680958;42556880;2467;857659;860784;907;18829;18829;11;1021078;1022147;1462;133892;133834;532;0;0;0;8719;8719;6;18442;18130;12;0;0;0;42665745;42704090;5888;32747939;32846299;5835;2067119;2060843;367;411600;411891;243;1048037;1051510;827;47776;47337;54;6251855;6194824;2312;90988;90955;86;0;0;0;3886;3786;2;1356996;1356852;304;4838678;4764920;6117;0;0;0;2229309;2035472;539;17329;17329;7;19372538;4859079;971818;864014;172801;82482;716535;4;1;4;1;0;0;1;0;409192;81839;123712;24743;2768;54328;0;0;0;0;5268271;1053657;987726;197544;85250;770863;701950;140389;26704;5341;339;134709;0;0;0;0;0;345099;1047049;405;35;3;0;19372538;1353523
   Ростовская область;569886762;570070382;44396;48604934;48626962;486269063;6059;59708;55252;607821;55;135393;360028301;359577037;1798007225;41755;33838;11599906;11601647;69606907;945;3103;3103;66307;3;97;97;486;3;849566;842252;4211263;347;117649570;117588533;753172227;25242;23086238;23131280;9923;756998;804856;82;31759875;31744301;14014;478821;473755;1591;820;799;7;4769;4875;86;16547;5154;40;1494;329;6;538362823;538781354;42553;371381473;371819796;42026;26815845;26817162;2763;2766740;2778839;776;30547578;30520871;9135;823012;818314;325;105639202;105639685;23886;389929;389105;403;193;193;3;3764;2058;8;22815852;22785347;658;73247238;71728409;43474;0;0;0;62763604;62635536;2315;866158;835747;68;598521170;79656702;15931337;20672465;4134495;1552097;10244745;283110;56622;172797;34559;20;22043;39;0;45171136;9034226;901569;180314;55206;8798706;0;0;0;0;124827838;24965563;21574034;4314809;1607303;19043451;15676219;3135243;1142898;228578;59572;2847093;186401;84139;16828;968;168605;38442496;54118715;96500;10735;19;0;598521170;22710816
   Рязанская область;180631948;182071163;15818;14435225;14441354;144413533;2034;416;416;4577;14;-500100;124226704;125124524;625622621;15042;-22886;2787984;2790610;16743658;349;1606;851;5090;3;0;0;0;0;56546;54465;272323;87;31134907;31154501;191370958;7139;7759120;7751156;2766;18790;19723;20;8513199;8504143;4097;160245;159935;753;0;0;0;1685;1685;20;4289;2890;13;1;1;2;159313050;160873436;15174;115281634;116918779;15054;6380026;6390353;506;705117;705006;210;8707905;8703838;2601;55668;51363;82;28205317;28125993;6698;122761;122491;160;6;6;1;738;738;3;256532;253966;100;27713347;27562424;16038;0;0;0;5886345;6442547;177;144355;144355;30;31100314;12397546;2479508;2595130;519025;321756;1638727;3429;686;139;28;0;658;4;0;9238905;1847781;831525;166305;23056;1658420;0;0;0;0;21636451;4327289;3426655;685330;344812;3297147;3216044;643209;15696;3139;634;639436;9523;325;65;325;9133;82233;3298277;1613;191;3;0;31100314;253152
   Самарская область;718641135;714043897;64609;30574774;30543015;305430179;5348;7814;7769;85464;29;1230127;537680800;534633608;2673266748;62751;26214;8795827;8799125;52794630;849;220;220;5500;5;0;0;0;0;375128;370834;1854168;217;114789868;114593910;708517223;27998;22840196;22757861;11323;323253;323218;86;25159854;25059754;16332;1262638;1241416;1940;1281;1333;9;2098;2389;39;18818;10360;44;140;140;5;589322209;585623032;62527;423545022;420051774;62082;30641423;30621016;1642;1846323;1850351;532;25577951;25549450;10916;372742;368547;206;106145828;106016955;26129;1189751;1163659;587;943;943;5;3053;2121;3;4973282;5013404;473;137850602;136987403;64293;0;0;0;12154524;12257646;593;8646246;8640044;138;206139946;92865179;18573034;21477141;4295429;1774940;12502665;156524;31305;34212;6842;15404;9059;31;0;77887271;15577453;11851823;2370364;214817;12992272;0;0;0;0;170752450;34150487;33328964;6665793;1989757;25494937;19786904;3957380;1773535;354707;395241;3207432;36329;39788;7958;1796;26575;4762360;24549264;82645;8147;26;0;206139946;4985500
   Саратовская область;243004452;243167536;23997;24852078;24820365;248200022;3358;22021;20395;224361;22;-140339;147556675;147599884;737864123;22696;-301;6525505;6527898;39167163;479;0;0;25;0;0;0;0;0;359695;356337;1781678;144;50847213;50871651;335273974;12228;11423725;11415046;5249;834856;832358;49;12979059;12964402;7360;248262;246372;888;131;0;0;6979;6939;27;7825;5530;18;0;0;0;209944581;210414407;23119;145193095;145640309;22943;4630769;4617913;491;491573;489229;278;16339834;16348013;4931;346662;343273;134;42782039;42813589;11395;159473;158889;187;0;0;0;441;393;5;1273647;1274850;180;43512568;43189626;23965;0;0;0;11382030;11364053;510;977943;991734;30;67719359;24902161;4980435;5757608;1151524;491086;3337825;8848;1770;1365;273;31;1466;9;0;9718114;1943623;979650;195930;5649;1742044;0;0;0;0;34620275;6924058;6737258;1347454;496735;5079869;15741684;3148336;267814;53563;18159;3076614;13940;5672;1134;0;12806;480325;16222009;1368;135;4;0;67719359;1272333
   Сахалинская область;61677583;61444715;3885;4145287;4140652;41406512;685;-3;0;5;1;10496;46982700;46976446;234865627;3788;38;1081429;1082348;6494091;38;0;0;0;0;0;0;0;0;87428;87109;435548;52;7611422;7425618;48257605;1659;1265321;1249810;538;310753;310753;13;1758784;1724528;1080;1055049;1047283;581;0;0;0;53;53;3;156;28;4;0;0;0;59206754;59090381;3685;46191022;46214472;3627;2395958;2382706;309;1242;1383;11;1740844;1731317;505;86007;85689;48;7752045;7635536;1624;1055601;1055245;201;0;0;0;678;678;1;3736394;3735440;108;18072368;17962881;3980;0;0;0;18309991;18301640;374;169248;156612;17;118225552;10679270;2135854;1194307;238860;184092;1712902;15893;3179;9312;1862;171;1146;10;0;2422621;484524;737188;147437;22328;314759;0;0;0;0;13101891;2620378;1931495;386297;206420;2027661;2771361;554271;540529;108105;191351;254815;205532;0;0;2;205530;7150193;9921554;144164;324;8;0;118225552;3734574
   Свердловская область;1224901778;1221767037;86163;37255667;37225045;372250194;5983;39077;39008;429085;34;1492228;791521623;790480446;3952356984;83868;-3206986;110407201;110449417;662988848;1854;3984;3984;22747;18;507110;383695;1918475;4;974994;959456;4797276;469;231584834;227717327;1380858381;46656;49122108;48947579;20654;711925;754273;166;54838492;54787965;27713;1399802;1363961;4382;2114;2113;12;34025;34120;117;55249;10341;76;0;0;0;1118509748;1115366757;83538;816742787;809964854;82889;37799123;37592434;3474;9872606;9926224;958;60513905;57240205;19418;950724;953137;457;202574832;198654498;44616;-9939324;1027098;977;1998;1998;5;4810;1856;12;9740613;10092505;780;156803442;156158080;87598;0;0;0;58422541;58192399;1037;5094503;5105998;214;565568607;171583315;34316661;45765455;9153094;4513310;20650257;761310;152262;16339;3268;16914;132080;38;0;351060368;70212071;216092118;43218426;532456;26461189;0;0;0;0;522643683;104528732;261857573;52371520;5045766;47111446;74615872;14923175;2648387;529678;668636;13724861;150214;403092;80618;66928;2668;5537290;80153162;171301;8148;48;0;565568607;9848215
   Смоленская область;135050374;135776427;15913;10497283;10524290;105246601;1968;1637;1637;18007;11;165147;90131348;90992645;454963070;15015;204;4347672;4340806;26044827;418;0;0;0;0;0;0;0;0;90129;90128;450637;86;26261188;26275927;161106002;6418;2480538;2475808;2350;823799;823732;43;3555783;3550564;3531;421073;428623;1455;455;455;3;2172;2172;19;4637;1344;16;0;0;0;126325990;127107169;15787;76494997;77317108;15384;6011448;5999911;825;15069742;15068448;3719;2782837;2781671;2229;90312;88500;85;25065579;25076980;6011;379756;378750;430;0;0;0;2789;1280;4;4049534;4049490;1202;14191972;14141163;14342;0;0;0;8960344;9097283;3420;18997;18997;7;94520903;10767950;2153591;2225806;445163;238574;1469854;11117;2223;1380;276;1;1946;4;0;11289898;2257980;1643268;328654;15874;1913452;0;0;0;0;22057848;4411571;3869074;773817;254448;3383306;3411106;682220;42829;8565;3124;670531;46140;20667;4133;217;41790;6108967;9520073;1835646;141027;223;0;94520903;4045876
   Тамбовская область;103946089;103397941;8321;26317154;26339823;263399476;2100;1458;1219;13411;11;535260;49142991;49153349;245767023;7606;0;388537;388992;2332833;154;185;185;4231;2;0;0;0;0;105056;102109;510545;101;21281315;21257461;158640517;3599;5454443;5444094;1382;406496;405895;5;6178016;6155221;2155;142237;142306;809;2;2;1;3006;3068;18;2352;146;3;18;18;5;97534497;97224551;7930;71203338;70919368;7881;1240323;1238841;96;340602;340602;73;6824068;6821308;1347;104949;102003;97;17715940;17696661;3224;104224;104715;140;2302;2302;3;742;41;1;351716;351716;12;12270729;12038258;8661;0;0;0;6050032;6057067;167;597512;597512;21;23033392;8328276;1665653;1204458;240894;89780;1334979;1152;230;0;0;0;230;1;0;2500645;500130;51573;10315;1138;488677;0;0;0;0;10828921;2165783;1256031;251209;90918;1823656;1858986;371796;56397;11280;4940;355576;1370;0;0;0;1370;67863;1926849;8821;103;2;0;23033392;351264
   Тверская область;150497236;150566673;15126;8708439;8678174;86781687;1665;2254;2254;24804;12;29172;109817918;109944991;549557899;14690;0;7045763;7047350;42284098;336;0;0;0;0;0;0;0;0;182825;182895;914479;118;21678649;21674508;134054489;6858;2216341;2223321;2575;12465;12465;28;3031975;3028298;4049;299840;298932;1740;0;0;0;350;335;14;65468;920;10;0;0;0;134996307;135226446;14203;105901620;106159157;14097;6878390;6878367;500;476161;476084;193;2578790;2578520;2472;162625;162695;114;18777510;18764475;6485;226153;212203;236;0;0;0;220;58;4;1573270;1516545;131;18907271;18739285;16231;0;0;0;4637084;4607593;283;466215;465192;36;40318330;17424215;3484842;2614077;522815;191965;2770062;3910;782;0;0;1;781;5;0;4103220;820646;299346;59869;4485;756292;0;0;0;0;21527435;4305488;2913423;582684;196450;3526354;3270761;654153;1251629;250326;10740;393087;2918;87;17;1568;1333;1432809;4703570;1467;0;2;0;40318330;1515484
   Томская область;201707380;201602159;11885;12302081;12301050;123010000;1348;-503;0;0;1;-27627;163214854;163124959;815625925;11532;1314;467125;517188;3103130;157;11;11;1119;1;119;119;593;1;110806;107830;539153;72;22162407;22121985;134842733;5392;2721558;2706590;2417;290563;264121;7;3476670;3425599;3481;90315;89061;1102;0;0;0;393;393;11;4979;298;7;14;14;2;151111923;151180886;11406;123562437;123676385;11341;2289813;2281923;253;155792;155792;97;4000156;3991399;2220;110973;107035;69;20931765;20908257;5060;67853;62416;137;83;83;1;0;0;0;652349;660161;54;53765338;53586790;12502;0;0;0;3683553;3726328;262;2964633;2967450;57;22969209;26837777;5367558;3974791;794960;296051;4276547;17832;3566;3452;690;638;2238;10;0;8797869;1759574;3030836;606167;9668;1143739;0;0;0;0;35635646;7127132;7005627;1401127;305719;5420286;6818397;1363680;35454;7091;32919;1323670;2935;0;0;0;2935;1183712;8002109;128554;0;3;0;22969209;646101
   Тульская область;249683723;248303315;18494;19955922;19955346;199553245;2019;2838;2838;31219;4;44031;171969320;170742445;853710409;17873;0;2840174;2840658;17150282;352;228;228;2593;1;0;0;0;0;253772;251663;1258317;202;41782917;41785384;260330819;8678;10903298;10882931;3439;279541;279541;28;12833038;12699692;4974;944613;944224;1231;440;440;2;1351;1331;29;41502;23316;20;0;0;0;242601941;241206690;17611;176351815;175059799;17468;14414402;14409424;662;787563;788724;282;12306875;12309118;3260;254394;252285;200;37595754;37496017;8248;890598;890783;262;0;0;0;6337;6337;1;515083;515453;92;30922006;30978009;19000;0;0;0;23382322;23398050;331;1957676;1954131;79;236446571;26178699;5235736;9610507;1922102;1566387;1747247;3879;776;3778;756;11;9;9;0;4051508;810300;231698;46340;8131;755829;0;0;0;0;30230207;6046036;9842205;1968442;1574518;2503076;5417834;1083567;190900;38180;208253;837134;3144;0;0;0;3144;2889272;8307106;0;0;0;0;236446571;497960
   Тюменская область;443290300;443447822;19898;9648172;9646035;96460115;1953;124;360;3940;12;-31929;324565963;324795830;1624046795;19159;-15;1929035;1828478;10944260;372;2332;2332;11835;4;2;2;12;1;579218;575624;2878127;136;91417938;91416846;553609794;9409;12413487;12377527;4465;42516;42314;36;15181989;15182950;6650;3721145;3650238;1380;10;0;0;921;1350;26;16864;356;3;47;52;7;362625217;362847128;19059;249965518;250164607;18885;6701264;6694514;294;283790;283684;99;13721309;13770405;4161;580389;576796;133;87688551;87728267;8878;3695603;3643085;271;0;0;0;24;24;1;159982;160388;64;96716555;96441229;20427;0;0;0;12465486;12315911;372;14636287;14787406;49;163118601;60556946;12111388;12285520;2457103;1400635;8253650;123567;24713;46220;9244;26;15443;14;0;48661612;9732321;20153273;4030655;464762;5236904;0;0;0;0;109218558;21843709;32438793;6487758;1865397;13490554;44563103;8912623;3877213;775443;888522;7248658;102567;174;35;0;102532;4892960;49456063;476;0;1;0;163118601;138964
   Ульяновская область;134062333;132939577;14778;9650090;9648027;96480255;1606;657;653;7187;10;592549;96544451;95841950;479409419;14255;5181;1974916;1974121;11829916;294;213;213;1145;2;10;10;51;1;57853;57674;288374;116;19872061;19713161;122402712;6491;4790552;4789979;2644;88872;88485;19;5364573;5691271;4000;161361;166326;949;0;0;0;1017;1017;11;5613;310;5;0;0;0;119611436;118790246;14324;86008606;85221981;14244;7425378;7423528;361;408274;345848;161;5164689;5154927;2530;57706;57455;115;20420980;20460208;6105;123567;126175;198;0;0;0;0;0;0;348096;346981;79;17190320;16897627;15125;0;0;0;2862780;2922102;236;55578;55578;16;25588226;18266143;3653228;4477543;895512;615456;2142260;2559;512;0;0;13;499;3;0;3315185;663038;673809;134762;13441;514835;0;0;0;0;21581328;4316266;5151352;1030274;628897;2657095;1527548;305509;264458;52891;4690;247928;3094;0;0;0;3094;8803692;10331240;6765;0;4;0;25588226;339358
   Челябинская область;692377248;695283263;58649;23584852;23591659;235916666;3385;9970;9730;107028;33;-918260;502082086;504127366;2520547261;57132;47594;13920580;13910356;83387363;1144;1286;1286;15556;8;0;0;0;0;774209;773147;3865734;321;128657405;128686693;780531315;29759;21678302;21632094;12730;468103;441045;104;24215763;24129651;17236;533396;529310;2690;473;464;6;12195;12193;65;78219;25167;86;83;83;7;615565383;618742644;56958;437097417;440296823;56543;17165572;17153853;1799;16081870;16079797;776;23090314;23083225;12129;552127;551139;306;120925509;120927798;28154;664504;656498;494;102;102;4;7468;3948;15;7735206;7712908;784;90748694;90422404;58851;0;0;0;20975367;20950750;1512;3413876;3415285;108;266350246;104965972;20993190;17318507;3463702;967260;16562228;191321;38264;143744;28749;3525;5990;36;0;152971382;30594274;67501760;13500352;189203;16904719;0;0;0;0;257937354;51587464;84820267;16964054;1156463;33466947;15842769;3168554;762807;152561;54754;2961239;68163;132472;26494;71;41598;2934780;18777549;443107;19205;70;0;266350246;7670785
   Ярославская область;223002156;223163077;25425;7305289;7304301;73042955;1905;146;146;1607;3;-50039;159976857;159942545;799683188;24824;6703;1270306;1271631;7629785;353;107;105;814;2;0;0;0;0;149579;149495;747475;147;42382248;42498449;256832845;11411;9632230;9632527;4303;485340;486230;61;11960393;11974937;6327;234665;229299;912;432;432;4;15525;11478;29;11246;3113;12;-11;0;0;198467953;198976093;24408;138551187;139102307;24260;7319997;7226140;656;354747;349663;315;14532295;14544020;4079;149326;149242;146;37362727;37411786;10771;200388;196820;255;589;589;1;223;14;1;895057;816307;158;32588725;32285413;25604;0;0;0;8682023;8659968;421;998414;998414;51;65524320;43558450;8711689;5855075;1171018;660452;6880219;174639;34928;52;10;539;34379;10;0;5185672;1037135;1108106;221620;6153;809362;0;0;0;0;48744122;9748824;6963181;1392638;666605;7689581;42107416;8421485;245079;49016;36882;8335587;1632;153;31;0;1601;442357;42549773;77193;8268;22;0;65524320;815332
   г. Москва;13835907006;13666975109;471134;538023006;536486843;5364869732;38423;1437421;1452953;15982480;186;48053014;9654309121;9550816510;47754174392;457721;1291666;80115557;78390460;470435873;5517;1740512;1741705;8691721;55;878587;892108;4504607;97;13337603;12575571;62877860;778;2875610242;2863454975;17394250710;245575;455804370;452108869;88430;112144145;112111393;725;622285005;617529963;124547;81801942;81503381;23357;265509;289298;299;34534;33347;99;2027819;1508700;757;16008;15679;49;12379266915;12228266697;456598;7946364478;7807124418;451285;1129426879;1129986868;45148;68364622;68321123;8479;563544634;561629883;83096;13322945;12552578;740;2589050107;2579662888;234849;69144801;69030435;12178;269971;289925;112;363719;323238;118;474326355;474573591;4659;2001344235;1986230162;465891;102609074;102127749;4471;938792149;937039560;4759;146813857;146739898;573;6899773661;2837302852;567460573;895137203;179027437;74984059;313449077;24535242;4907048;8923706;1784740;258981;2863327;603;0;94467213505;18893442699;84777022129;16955404426;84768482;1853269791;72143803;14428761;474;0;97376660160;19475332033;85672159332;17134431863;159752541;2181147629;7304737914;1460947583;1862168558;372433714;2611267;1085902602;77449855;19700340;3940069;480771;73029015;89778409299;97083147213;10102130;324214;285;0;6899773661;472549716
   г.Санкт-Петербург;4605665341;4563288160;213928;186651695;186473360;1864871746;15061;11080;11316;124481;72;8990938;3340309289;3315184700;16576606457;208701;11765;20951312;20997362;125984203;2729;6918;6089;82057;15;228363;228363;1142287;12;1876416;1797522;8987615;391;883793665;878947305;5330087723;116016;150801891;146392769;47404;2018723;2035597;275;163035553;159644153;64334;14237721;14218321;7810;34846;32891;57;10404;6036;81;290800;68044;175;13426;13694;21;4126744623;4088735135;209049;2882943649;2848248893;207205;222558081;222485943;16897;8750142;8643202;3399;208602835;209050524;45116;1871732;1793149;369;791920537;788361675;110283;10033942;10115437;3176;8588;8001;9;409082;332946;24;274655517;274680528;2623;584703992;580842579;212908;0;0;0;365987611;366777124;2682;148845971;149579731;241;3747679261;587482657;117496530;164928444;32985690;15043864;69466976;1515419;303084;944411;188882;8688;105514;183;0;4754189949;950837988;2693594475;538718894;11512805;400606289;0;0;0;0;5341672606;1068334518;2858522919;571704584;26556669;470073265;187279174;37455833;14008906;2801782;1048742;33605309;236608;70069;14014;10837;211757;538428669;725707843;471838;36040;126;0;3747679261;274522549
   г.Севастополь;22445212;22408776;4504;1632158;1630865;16308646;584;1136;1136;12495;2;647;16101265;16071699;80358496;4343;1;43821;44157;264944;50;0;0;0;0;0;0;0;0;38973;38973;194867;34;3694142;3694063;22609134;2736;791449;788897;1084;0;0;0;933069;927258;1537;20109;20725;376;0;0;0;591;602;9;0;0;0;0;0;0;18456893;18441914;4300;14272769;14245182;4232;18373;18675;20;11384;11384;20;978872;977259;986;37633;37633;31;3126218;3140137;2556;11644;11644;24;0;0;0;0;0;0;7276;7276;11;4088290;4080194;4809;0;0;0;73244;86173;31;33851;33851;5;289021;6276536;1255307;341320;68263;247239;939805;2268;454;817;163;65;226;4;0;489980;97996;96505;19301;4981;73714;0;0;0;0;6766516;1353303;437825;87564;252220;1013519;12947545;2589509;94006;18801;19327;2551381;11215;172;34;118;11063;29713;12977258;21314;0;3;0;289021;7276
   Еврейская автономная область;3581700;3559355;456;444741;444299;4442986;97;1;1;14;2;14857;2313487;2310650;11553252;424;0;1345;1345;8072;6;0;0;0;0;0;0;0;0;33619;33619;168094;10;573681;571134;3467725;164;189299;189428;57;0;0;0;199969;198306;110;31542;30957;351;0;0;0;139;139;3;0;0;0;0;0;0;3081554;3078526;430;2197820;2183612;426;110869;110869;41;392;392;2;170132;168487;55;25280;25280;9;564028;564018;147;13161;25997;15;0;0;0;0;0;0;989196;987961;15;640913;634676;748;0;0;0;1042786;1108308;74;0;0;0;16675916;641869;128373;191936;38386;28263;61724;13114;2623;11824;2365;0;258;3;0;14550;2910;0;0;0;2910;0;0;0;0;656419;131283;191936;38386;28263;64634;136862;27373;9029;1806;5;25562;18;0;0;0;18;0;136862;0;0;0;0;16675916;987962
   Ненецкий автономный округ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
   Ханты-Мансийский автономный округ - Югра;829334894;827978926;14741;3334247;3359379;33704633;815;2763;2814;30957;14;78876;680313110;680111283;3400535590;14510;888;1144222;1141086;6846385;301;100;100;2125;1;0;0;0;0;24345691;24343276;121717001;169;95430331;94643354;573827082;5168;22617331;22261678;2277;19101;12440;8;24367154;24364884;3854;646599;646255;1519;114;114;1;125;125;9;5566;4252;7;1026;1026;3;471883914;470222494;13677;357620318;357624510;13566;1841236;1837517;139;503119;500144;52;22493039;21785587;2154;13631284;13628810;157;75165765;74296985;4954;641730;559621;380;32;32;1;1943;1834;5;31843843;31834745;74;335095975;335290619;15589;0;0;0;8620956;8655302;232;35297657;35131635;103;1125803624;42179794;8435955;12837937;2567588;1010683;4857684;106736;21347;5332;1066;869;19412;21;0;40580501;8116101;8277375;1655473;32587;6428041;0;0;0;0;82760295;16552056;21115312;4223061;1043270;11285725;9088749;1817750;506579;101317;53706;1662727;131930;22080;4416;990;126524;5449403;14538152;58;12;1;0;1125803624;31831599
   Чукотский автономный округ;8235577;8223832;316;200823;200926;2002627;65;0;0;0;0;33;5249951;5247750;26245338;305;0;21026;21021;126124;6;0;0;0;0;0;0;0;0;274487;274483;1372414;23;1689295;1679120;10227551;125;533821;533821;39;0;0;0;799963;800513;97;1096985;1094464;650;0;0;0;0;0;0;15791;0;0;0;0;0;13097910;13061252;308;9410127;9379284;307;31381;31735;11;23211;23158;2;1160169;1159812;35;274487;274483;23;1207124;1201298;116;981942;982014;87;9469;9469;1;8187;0;0;3120094;3120094;19;2682234;2688656;796;0;0;0;10183982;9548938;131;340136;340136;6;82508216;428461;85692;97033;19407;35704;30581;2694;539;0;0;0;539;6;0;395156;79031;12078;2416;12096;64519;0;0;0;0;823617;164723;109111;21823;47800;95100;291133;58227;67582;13516;66701;-21990;10766;881;176;0;10590;20753;311886;0;0;0;0;82508216;3112434
