GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147
Пермский край;501750002;502236892;47830;17054232;17018908;170189073;4359;19984;8715;95861;19;-374829;0;380624032;380947536;1904727520;46701;-7162;0;3675397;3661528;21965024;1005;5411;5411;28518;19;0;0;0;0;1596076;1595371;7976856;372;77865450;77730366;473762851;22209;15541241;15501855;9632;145665;145846;67;21295215;21174971;13882;853757;839804;3165;1153;1153;5;1353;1377;57;15046;7205;43;19;19;4;435124390;436420766;45868;331343645;332677861;45493;8744649;8741655;1146;1337028;1339468;439;17719626;17719502;8922;1592785;1589134;362;73675711;73650667;21137;695723;686027;413;3180;3180;1;73819;9827;5;6763197;6818704;333;90047442;89268493;49583;0;0;0;29620094;29341799;608;8006182;8019841;163;458123537;70239127;14047826;18106078;3621217;1058659;9367950;190782;38156;138465;27693;20000;-9537;43;23;66162137;13232429;18968501;3793701;59300;9379428;0;0;0;0;136401264;27280255;37074579;7414918;1117959;18747378;61632055;4823988;66456043;85798;5365;17;7;458123538;6868362
Псковская область;53955731;53506914;8604;9701354;9707209;97030396;968;7810;7810;85914;10;237412;0;35100378;34916757;174583165;8340;0;0;1010657;1011569;6069418;200;1951;1395;7548;1;1229;266;1332;1;66798;66798;333994;73;6749489;6759370;51285222;3366;764049;735592;1172;1408;1408;15;1082319;1036683;1812;165976;160470;827;0;0;0;10898;10898;8;3141;2373;20;0;0;0;48256173;47943413;8221;37417620;37073602;8136;2337100;2338458;494;770283;785811;339;996379;1001602;1074;66492;66492;72;6597722;6589079;3147;70502;88295;109;0;0;0;404;15;1;1676018;1673172;378;6713390;6581704;8773;0;0;0;2680032;2605376;770;249322;249322;12;17770606;5929585;1185919;1327568;265515;81872;838532;0;0;0;0;0;0;0;0;845427;169085;525706;105140;3333;60612;0;0;0;0;6775012;1355004;1853274;370655;85205;899144;1341700;232913;1574613;9309;0;3;2;17770603;1673317
Ростовская область;642816388;640818806;60479;52227876;52036732;520368322;7910;87941;49711;546823;60;766616;18;420605628;420338285;2101695262;56884;-1047;0;7436231;7362826;44177165;1204;202;194;6683;6;99;99;992;1;767985;741508;3707640;428;125733711;125495003;808980940;33639;26591330;26468963;12065;754544;696541;144;35140853;34658258;17216;513631;469920;2150;1210;1234;3;4136;3620;101;81650;63627;87;49139;49139;4;593341614;592708131;57578;411797452;411764299;56877;27908817;27825940;3734;2842479;2856088;1008;30937463;30832960;11434;757171;730387;406;118794709;118383654;31801;368659;363624;535;162;162;1;38702;37805;27;20355519;20357534;922;86629428;85487803;59304;0;0;0;57092191;57143122;2952;2126133;2222394;107;553676298;80878368;16175673;23206742;4641348;2035731;9498594;492212;98442;414463;82893;98;15451;46;21;49668653;9933732;3273998;654799;74432;9204501;0;0;0;0;130547021;26109405;26480740;5296147;2110163;18703095;19340199;29198039;48538238;309051;11361;41;21;553676300;20307795
Рязанская область;212334706;213636992;21586;15852734;15874651;158746506;2741;4585;3381;37179;31;-633053;1;150859356;151522204;757611120;20508;4104;0;2132063;2091869;12551201;496;-476;247;1314;2;0;0;0;0;90853;90820;454097;132;34045991;34041270;209640718;9568;8871440;8890892;3662;26620;29155;44;9971498;9981239;5260;125675;126571;1130;0;0;0;4720;4720;29;21939;2844;25;284;284;3;173365351;175082585;20725;125870868;127577166;20562;6632795;6631045;656;791313;791028;262;9420030;9419117;3325;77487;77500;120;30468867;30480862;9062;118174;120778;225;0;0;0;613;585;7;648151;648795;167;41901478;41452170;22092;0;0;0;4538923;3407880;234;228386;228386;31;31171549;13090192;2618042;2532625;506528;417954;1693560;1847;369;58;12;0;357;6;5;12881944;2576388;1614171;322835;85866;2167687;0;0;0;0;25972136;5194430;4146796;829363;503820;3861247;3231552;245287;3476839;2592;193;5;3;31171548;628544
Самарская область;834658037;831601468;89303;33180603;33312234;333121511;7175;6799;6778;74554;32;5618027;0;631220894;633466317;3168114778;86783;3399;0;8643674;8639507;51873467;1106;378;350;74322;8;12;12;62;1;532790;522325;2611609;309;126687855;126804683;783538760;37434;26512235;26470020;14074;303601;303222;122;28764570;28699975;20067;3181516;3160758;2611;1482820;1482820;10;339;4280;53;32507;14830;82;-2;4;4;702535155;700179295;86101;521588545;521578191;85536;30260348;27904241;2080;2370822;2368762;711;29440386;28611362;13650;530849;520523;304;117956700;117909709;35180;1338707;1327077;765;0;0;0;5333;4267;9;6769545;6954691;706;145331185;144574066;88759;0;0;0;16840111;16852282;781;12593195;12591257;208;264635809;94982675;18996539;24009937;4801987;2111983;12082569;1030863;206173;564581;112916;1808;91449;37;22;144501556;28900311;56267201;11253439;107099;17539773;0;0;0;0;239484231;47896850;80277138;16055426;2219082;29622342;38486267;6250689;44736956;150988;19664;37;18;264635807;6919664
Саратовская область;270407986;269716194;32613;20682333;20884121;208841249;4142;3805;3805;41840;16;8778;12;183531765;182929445;914955710;30972;15;0;4657419;4664360;27986159;621;0;0;0;0;0;0;0;0;382185;382260;1911301;189;48123980;48019481;301825616;16317;11782400;10605574;6326;1119224;1112489;83;12808344;12761400;8813;202529;215578;1159;0;0;0;6343;6343;32;8981;5496;32;0;0;0;228374305;184486048;31365;165460988;165106050;31121;4697904;4696288;624;555307;558329;356;11189254;11197893;6040;372713;372340;177;45794129;45770169;15269;229299;227115;243;0;0;0;306;305;10;1421919;1423048;281;45545160;45224441;32475;0;0;0;4716325;4675959;703;1871094;1875108;44;42456879;28741532;5748309;6400473;1280094;1047486;3420729;3935;787;3104;621;517;-351;9;6;12915527;2583105;1540684;308135;10676;2264294;0;0;0;0;41657059;8331414;7941157;1588229;1058162;5685023;14585867;483423;15069290;25346;2515;15;9;42456883;1419410
Сахалинская область;89652137;88287007;5233;4949549;4907763;49077618;845;18;18;202;3;-248663;0;70206424;69213286;346066451;5061;-1727;0;381208;375996;2255970;50;150;150;900;1;0;0;0;0;139759;139321;696605;76;12007444;11184819;70076060;2274;2059127;2045648;725;150489;150489;14;2452559;2438889;1352;1620604;1515681;822;0;0;0;50;50;1;526;267;5;0;0;0;91462844;84067146;4890;73814119;67323278;4797;3459995;3432772;486;7335;7322;21;2547547;2558886;711;139765;139321;74;9909066;9119377;2214;1584953;1486124;280;0;0;0;0;0;0;5647949;5645619;159;28448440;28148707;5365;0;0;0;34408622;28032938;512;194650;195748;16;155718590;11176922;2235384;1207544;241510;218313;1775561;4430;886;3610;722;36;128;10;4;4582960;916592;348845;69769;32031;814792;0;0;0;0;15759882;3151976;1556389;311279;250344;2590353;5026465;15855270;20881735;223976;5943;13;4;155718591;5641621
Свердловская область;1333371988;1317078549;116279;43275488;43185469;431853747;7972;56891;56883;625697;54;12996228;13;906673183;910441969;4552555777;113235;156378;2;90986760;84194348;505159199;2415;196874;196845;989636;30;398450;398450;2076474;5;1700701;1696370;8476368;593;223630859;223488640;1362094649;62038;47719366;47535941;26414;1682217;1685407;257;53801429;53642426;35240;1672663;1619102;6102;109;109;5;31596;31569;155;197765;96614;152;0;0;3;1211889646;1197274025;112471;889144640;874491483;111570;43666220;43495427;4517;12740536;12789488;1295;49669639;49976998;24213;1675960;1671718;575;214864277;214689634;59440;1001203;991944;1353;95278;95278;9;52134;10792;26;14288189;19358281;1155;172828604;170872256;118396;0;0;0;60905932;68806436;1420;7420494;7420243;293;684060813;193773796;38754754;50577232;10115448;5411959;23227347;76352;15270;15895;3179;364;11727;35;20;481149013;96229803;267557371;53511474;711982;42006347;0;0;0;0;674922809;134984557;318134603;63626922;6123941;65233694;72148224;5886512;78034736;190854;7944;61;39;684060814;19194295
Смоленская область;155030052;153711877;21136;11635779;11607302;116073259;2567;-347;2842;31271;23;1469336;0;104597991;105150265;525776585;19944;26917;0;3659949;3446593;20679555;583;0;0;0;0;0;0;0;0;79667;78563;392802;103;28400253;28284058;174138814;8341;3312386;3295675;2807;653028;652336;66;5159338;5133784;4255;444308;440173;1953;0;0;0;204;249;18;9915;5801;44;0;0;0;143179868;142366849;21093;89112480;88420106;20540;5937528;6056469;1040;16934637;16806344;4816;3352378;3356792;2763;76989;75594;103;27116130;27007812;7779;395045;395008;560;0;0;0;8906;6259;12;5303708;5113463;1686;16667280;16455788;19139;0;0;0;9881972;9775157;4556;79701;79701;9;105447064;13453601;2690721;2038241;407649;243305;2039767;18128;3626;87;17;1;3608;8;5;11428426;2285685;730122;146025;5326;2134334;0;0;0;0;24882027;4976406;2768363;553674;248631;4174101;46215683;6266706;52482389;2318813;196155;322;118;105447064;5093380
Тамбовская область;122116135;120634133;11600;24987631;25028810;250288100;2808;713;1848;20322;10;1005789;0;65803820;65413030;327067757;10666;-937;0;291802;323259;1939552;184;-31;14;1646;1;0;0;0;0;118006;117003;585022;130;21222002;21201629;157353083;4669;7801793;7660694;1571;561514;561527;16;8687375;8539893;2515;94078;93068;1147;16;16;4;1701;1701;31;9461;5072;13;-1;0;0;116458885;115166113;11065;87369522;86145076;10993;1790327;1790693;145;345581;345675;98;7059003;7059274;1502;117657;116519;126;19702357;19635123;4354;73761;73232;190;0;0;0;5340;2331;1;596609;596609;27;12612267;12447912;12091;0;0;0;7431218;7461351;265;713053;714073;36;22492685;10347748;2069552;1814311;362862;308006;1398684;4847;969;0;0;0;969;2;2;11042776;2208555;8708507;1741702;3653;463200;0;0;0;0;21390524;4278107;10522818;2104564;311659;1861884;2393803;227792;2621595;78730;0;4;3;22492684;593789
Тверская область;176763976;176053423;20455;9764624;9750151;97501396;2145;2507;2507;27580;18;-2834;10;131033715;130999474;654965992;19838;21552;2;6284418;5811391;34867747;477;1064;41;966;5;8;8;41;1;126648;126071;630354;155;25505740;25355345;159118849;9111;3074463;3041582;3253;33101;33991;59;4027016;3982713;4996;288967;287029;2458;-68;18;1;409;409;23;5339;3832;22;5;5;1;156763995;156345312;19166;120540993;120430791;19017;7775958;7774400;673;423830;423728;263;3187456;3161158;3037;126853;125546;149;24475478;24197376;8586;232964;231841;295;3;3;1;1512;1341;6;1520094;1512238;218;24382479;24094154;22096;0;0;0;5687331;5594393;364;1203107;1207122;52;36885102;18740826;3748167;2979716;595944;250759;2901464;826;165;0;0;0;165;1;1;14429025;2885804;2680583;536116;7418;2342270;0;0;0;0;33169851;6633971;5660299;1132060;258177;5243734;3770370;3687222;7457592;410;0;1;1;36885101;1499345
Томская область;239099234;239146871;16974;14255685;14255309;142553981;1796;8528;8576;94339;10;-219712;0;189142960;188971356;944866145;16484;-139;0;700021;700980;4205877;270;1304;1304;6526;2;755;755;3802;3;116177;110933;554665;112;30700237;30669725;185124324;7256;3614116;3649155;2988;150429;205416;7;4396698;4425459;4370;119337;115685;1532;64;64;1;1288;1288;12;40227;31591;21;98;100;1;192764608;192864626;16242;155769850;155845343;16129;2582589;2575436;327;162031;159536;124;3611315;3686152;2738;110428;106329;111;30435018;30412785;6889;86222;76170;195;29;29;1;0;0;0;568362;679078;89;48340674;48261084;17784;0;0;0;2608974;2501964;372;7892376;7892462;68;25090564;32228666;6445731;4752375;950475;379801;5115455;104;21;6798;1360;1360;-2699;4;1;9211256;1842251;466427;93286;12433;1736532;0;0;0;0;41439922;8287982;5218802;1043761;392234;6851987;4575035;1422593;5997628;1234089;48836;11;5;25083009;661369
Тульская область;295953474;295659995;25363;20578518;20593229;205932366;2550;327;479;5274;9;320551;0;200911864;200904441;1004550088;24516;5859;0;2353984;2334707;14008242;412;6765;7975;50828;4;10;10;95;1;357312;326188;1630936;239;51321883;51349765;335642708;11482;17644971;17606948;4214;573122;572607;58;20099293;20085369;6055;1091399;1091112;1717;91;91;3;587;842;39;41735;26085;41;-13;0;0;283588362;283449479;24238;203856079;203612185;24048;13127565;13150192;851;822725;821637;344;15413662;15467344;3974;347643;316520;238;48979398;49044780;10907;1033428;1028488;338;215;215;1;94;0;0;1466291;1462259;161;37259570;36816610;26034;0;0;0;23940182;24904740;438;3448899;3230920;115;242369536;33423235;6684644;9431382;1886277;753756;4044611;7630;1526;8001;1600;433;-507;13;4;7662669;1532533;447933;89587;8615;1434331;0;0;0;0;41085904;8217177;9879315;1975864;762371;5478942;9041211;3214329;12255540;202268;0;13;6;242369539;1458955
Тюменская область;494513456;494651942;27832;10731979;10731782;107319721;2630;986;986;10840;27;-150679;0;369792638;370243614;1851228357;26859;-15120;0;1592203;1612178;9663106;520;2031;2031;13438;5;1;1;4;1;561921;556077;2780386;183;88278403;87898987;532649214;12608;21806373;21671115;5692;242316;242265;54;23720699;23591065;8381;4865052;4819969;1952;3;3;1;1173;1173;26;14514;1556;11;129;5;2;418340316;419441348;26517;301323662;302785914;26272;8781487;8505515;379;321247;321641;147;17133168;17238338;5326;555052;549220;174;85264750;85110661;11935;4958591;4927695;386;-3;0;0;626;491;3;423256;422234;85;114307267;113256391;28533;0;0;0;33725399;33584149;517;16722029;16645055;74;170625406;70343108;14068622;14073279;2814655;1609754;9644213;79801;15960;25240;5048;318;10594;26;13;67094342;13418869;12225470;2445094;709276;10264499;0;0;0;0;137437450;27487491;26298749;5259749;2319030;19908712;52793252;7642400;60435652;14270;0;6;3;170625403;388564
Ульяновская область;149321570;146672789;20132;9970763;9975491;99754914;2052;603;718;7902;16;1787999;0;107457454;107001201;535037635;19381;9517;0;1768045;1765903;10580207;384;646;646;3474;7;134;134;669;1;61670;61295;306477;164;21534519;21545471;135270419;8619;5590421;5148123;3171;77207;77207;25;6731083;6229349;4833;261057;265367;1388;267;267;3;715;715;10;5269;1225;16;-85;0;1;132042549;129715578;19342;97123237;94774071;19209;8113747;8125734;428;442117;389340;197;4959804;4985808;3103;60617;59975;154;21176902;21220476;8033;165403;159166;278;706;706;3;38;22;1;697121;695422;101;19698339;19388569;20671;0;0;0;3081816;2850742;273;256935;40193;22;23889875;28495860;5699171;8145575;1629115;610270;3459786;8510;1702;85;17;0;1685;7;6;5479668;1095933;704707;140941;7261;947731;0;0;0;0;33975528;6795104;8850282;1770056;617531;4407517;1878371;12511023;14389394;1049;112;2;1;23889877;693793
Челябинская область;751454643;751075996;80436;28466062;28400600;284006090;4552;10957;10957;120509;38;1705604;0;549484140;551161338;2755649878;78268;44810;0;11771611;11814627;70887796;1563;-58571;3768;21365;15;-120;0;82;1;776289;774431;3872134;426;136003450;135835893;835227346;39466;20057835;19960206;16141;641877;521519;148;23195872;23000604;21531;842738;842262;3800;499;499;8;12029;12022;103;82289;48047;171;422;56;9;676404044;676587438;77846;490996267;491608524;77314;21771962;21800897;2348;12113982;12115759;974;20283834;20243337;14976;599161;596214;406;129675380;129243189;37313;684270;700578;714;276013;276282;7;5556;3732;19;3474959;6092642;1205;91061572;90488768;80827;0;0;0;21128558;21123204;2035;4468448;5093723;167;257534523;88772495;17754503;22330204;4466044;1334891;11953568;91422;18284;158964;31793;4338;-17847;47;19;203595504;40719101;85392495;17078499;174128;23466474;0;0;0;0;292367999;58473604;107722699;21544543;1509019;35420042;14872069;2426260;17298329;607451;25520;102;53;257534525;6063256
Забайкальский край;47998339;47842778;4709;3124701;3120114;31198688;832;464;448;4921;11;189886;0;37149285;37121999;185611502;4434;208;0;77452;75772;454453;129;316;380;2179;5;0;0;0;0;372334;381668;1908338;73;5698162;5682799;34337780;1534;1205551;1173312;569;8824;8970;4;1385548;1353678;1066;247575;245568;1831;-557;0;0;-581;178;6;44824;36370;5;-120;4;1;43351029;43686266;4104;34085806;34082169;4022;1035065;1616825;316;8952;6102;16;2096772;2101932;481;312437;321770;72;5608265;5355363;1421;203724;202102;149;0;0;0;67112;58648;2;8842282;8438094;245;9141386;9011704;5907;0;0;0;13119053;13015648;658;259277;247926;24;105518434;11441152;2288230;1324066;264814;49496;1973920;18638;3728;15009;3002;0;726;8;4;19129187;3825838;59883;11976;25288;3788574;0;0;0;0;30570339;6114068;1383949;276790;74784;5762494;9591521;12624;9604145;32664;54;10;4;105518436;8437563
Ярославская область;262903842;262849433;34186;8375906;8370779;83707262;2490;58;58;639;1;439880;0;194866162;195170173;975890676;33420;66;0;1049079;1049683;6297260;475;349;349;1768;5;129;129;643;2;176058;176061;880311;174;46124041;46202423;280167301;15049;9973145;9959866;5351;564389;565127;86;11878425;11866843;7876;321594;316365;1273;289;289;5;22899;22901;50;4213;3324;26;11;11;1;227248302;227736152;32656;157797612;158283238;32449;7947866;7952924;879;388406;381528;379;17261236;17280002;5126;175143;175138;173;43414521;43377980;14286;230576;233052;355;1052;1087;2;200;0;0;1122886;1144284;248;47916424;47375499;34485;0;0;0;13078589;13051339;569;1683392;1683416;48;74864147;47201678;9440335;8195448;1639092;926327;6874916;134987;26997;26;5;0;26992;13;7;10640253;2128052;3951099;790220;15937;1321895;0;0;0;0;57841931;11568387;12146547;2429312;942264;8196811;111843840;351064;112194904;405245;26288;37;18;74864146;1140121
город Москва;16836190904;16534926659;633212;630150069;631008855;6310090031;51502;1723215;1689299;18582263;267;236935566;0;11706411368;11673801557;58369849996;614385;6046398;0;74913470;72986721;438551351;8294;1870329;2130415;10726448;105;1089171;1087779;5458875;140;30993672;25851736;129305160;1019;3346791504;3324190897;20168891650;329082;563311947;556960074;113150;156903049;155975115;1143;801411959;795049614;157266;94331581;88335470;30178;231072;237909;277;16837;21796;143;3593773;2856347;1513;1180;1231;46;15014415868;14712277570;611409;9840674529;9565448125;604683;1242235585;1241774308;58825;73262378;73330903;10646;644672498;634422533;105460;30937221;25810156;963;3112731629;3101909143;315443;68390358;68250071;15808;891540;876751;155;1103378;849597;188;825930152;829223866;6843;2290814243;2279397619;638100;115184055;114575996;5042;1192599690;1196464472;6192;283296957;286207562;807;10231016383;3394916678;678983338;1037339632;207467927;78511485;393003926;33953313;6790662;14396516;2879304;371414;3539944;743;354;136286288976;27257257795;122706772162;24541354435;109671282;2606232078;138160161;27632032;797;308;139819365815;27963873165;123744111794;24748822362;188182767;3026868036;9980298172;113520993460;123501291632;35016257;1692659;391;211;10231016387;826739285
город Санкт-Петербург;4680314533;4610713149;293376;223359983;223810294;2238104255;20102;29633;30139;331549;107;97159394;0;3323431603;3346446476;16733061117;286182;-194306;0;21223478;21721155;130333714;3726;275157;276738;1472995;44;392769;390740;1953776;17;2435528;2418115;12090244;471;876872283;879329711;5330235266;155226;119997286;121150664;60239;2789293;2611235;446;136348499;135609769;80463;13335272;13258173;10366;22082;22050;56;3216;3594;115;611293;530234;381;8442;8885;31;4118105521;4049662239;286021;2922580507;2851207697;283432;238215443;239951862;22178;9648457;9677784;4348;154414597;153911375;56832;2435157;2415358;451;779420300;781102002;148110;11251251;11270552;4196;145752;146060;17;165463;137883;48;94251123;95293712;3779;675328604;672892774;291232;0;0;0;200998470;200502000;3800;39487227;39386753;325;1328183081;741241439;148248273;272369193;54473843;14972649;78801781;1456636;291326;1145606;229120;7500;54706;202;98;4363218943;872643794;3195974293;639194854;11959352;221489588;0;0;0;0;5104460382;1020892067;3468343486;693668697;26932001;300291369;257084191;359070149;616154340;1074226;49280;159;86;1328183076;95127407
Еврейская автономная область;5111144;5108248;656;544795;544787;5447867;125;402;402;4427;7;-3397;0;3460289;3458719;17293594;598;1;0;583;578;3466;8;0;0;0;0;0;0;0;0;63609;60370;301848;12;883694;882885;5353169;221;149816;149799;64;0;0;0;161167;160505;131;28327;28189;573;0;0;0;196;196;4;0;0;0;0;0;0;4233503;4233204;621;3052056;3067153;600;150661;151132;71;893;893;3;161725;161824;59;63609;60370;12;769565;769677;198;34971;22135;29;22;22;1;0;0;0;696144;688155;25;827830;818212;1152;0;0;0;606150;593987;101;0;0;0;10772131;630749;126151;146546;29308;13690;83153;21;4;0;0;0;4;2;1;56983;11397;758;151;0;11246;0;0;0;0;687732;137548;147304;29459;13690;94399;153225;100;153325;0;0;0;0;10772130;688155
Ненецкий АО;7967567;7922888;276;121390;120809;1208093;43;0;0;0;0;4020;0;6133520;6090571;30452574;266;0;0;57556;57556;345339;10;0;0;0;0;0;0;0;0;6694;15590;77949;26;1553221;1559272;9375184;128;50760;50747;51;0;0;0;91166;79088;88;1533;1533;19;0;0;0;4;4;3;0;0;0;0;0;0;11798518;11794289;251;10250293;10233699;246;2293;2293;1;0;0;0;44536;43985;40;7365;15417;25;1493680;1498524;127;353;372;11;0;0;0;0;0;0;3167391;3167351;16;1292859;1278461;259;0;0;0;8284836;8310848;37;3576176;3575769;10;44810809;448246;89651;169821;33965;61845;-6159;0;0;81752;16350;0;-16350;0;0;4688527;937705;10156;2031;8021;927653;0;0;0;0;5136773;1027356;179977;35996;69866;921494;8434;295071;303505;0;0;0;0;44810809;3167335
Ханты-Мансийский АО - Югра;972292702;971809457;21045;4105038;4050220;40502205;1062;6411;6406;70466;18;208117;0;810618584;810419586;4052102937;20721;5330;0;840063;851087;5106407;388;611;611;2590;3;0;0;0;0;31606108;31602234;158011172;210;92199314;92161159;560322214;7021;30993222;31120755;3113;37686;32152;23;32727683;32719568;5034;814158;813619;2111;62;0;0;26;25;11;7163;2279;7;-769;-769;5;651097309;650710640;19476;507880796;507940490;19344;2860348;2854027;192;432314;453754;80;33371576;32940997;2782;17248180;17244132;205;88609737;88600367;6689;708087;689416;546;0;0;0;1905;910;6;43160871;44126359;101;293187985;292919529;22274;0;0;0;16322080;15096665;318;56573172;56199440;144;1232790814;49086161;9817233;15499454;3099893;1225075;5492265;34467;6893;44356;8871;34925;-36903;15;9;69986167;13997233;19902122;3980425;84131;9932677;0;0;0;0;119072328;23814466;35401576;7080318;1309206;15424942;7803982;6515702;14319684;1773;1872;2;1;1232652518;44122339
Чукотский АО;12541112;12526733;408;351263;351230;3512303;83;466;466;5125;1;6258;0;7721988;7717752;38587671;393;0;0;7185;7185;43107;8;0;0;0;0;0;0;0;0;402985;402608;2013042;32;1863871;1854828;11238433;161;1870241;1870296;66;0;0;0;2187095;2192940;141;1295041;1294505;973;0;0;0;29;29;2;0;0;0;0;0;0;16640740;16634824;399;11686017;11686987;394;63116;62927;8;50800;50800;7;1573393;1573472;48;402985;402608;32;2006042;1999643;152;858100;858100;112;0;0;0;0;0;0;8173844;8173844;35;2859856;2861039;1160;0;0;0;13823996;13847368;182;217771;218198;15;172481444;517966;103593;137329;27466;70995;5132;287;57;150;30;18;9;3;1;875940;175188;11055;2211;11055;161922;0;0;0;0;1393906;278781;148384;29677;82050;167054;248340;93069;341409;0;0;0;0;172481445;8173020
Ямало-Hенецкий АО;751615805;751454078;4343;643171;641623;6416223;315;1040;1040;11436;6;69843;0;603117319;603203610;3016026286;4250;2017;0;84956;81788;490731;111;0;0;0;0;0;0;0;0;255651;240991;1204954;123;105733480;105699655;634958558;1702;40934050;40925391;772;0;0;0;41600713;41471636;1163;14298784;14293388;900;0;0;0;782;544;6;0;0;0;0;0;0;545813307;545732078;3875;392592998;392978993;3836;2809539;2808708;50;901;959;8;50165030;50152058;737;254474;239342;120;85611431;85280507;1611;14290828;14281694;294;0;0;0;0;0;0;11383012;11434531;31;303300698;303218421;4906;0;0;0;96762630;94595577;121;79587481;77442238;106;530849199;18674618;3734923;11658087;2331616;361844;1041463;39615;7923;67532;13506;274;-5857;22;9;39097594;7819519;4318591;863717;6720;6949082;0;0;0;0;57772212;11554442;15976678;3195333;368564;7990545;198761483;288904;199050387;23420;0;4;2;530849200;11434479
Республика Крым;135202217;135251569;17863;10072130;10115405;101153887;2513;431;431;4743;4;94444;0;93884651;94194371;470950140;17130;17661;0;131996;146511;880075;181;2733;2698;12214;10;10;10;49;1;372352;339987;1700084;202;24695292;24629525;152298652;10306;5334660;5323968;4009;695;695;4;5929654;5812408;5587;132208;123859;2455;14;19;1;2539;2539;46;4354;634;3;0;0;0;116188906;116479608;16889;87565804;88035684;16599;156314;161888;106;189059;186783;162;6297513;6266731;3747;369814;337633;195;21458880;21410011;9571;142898;72916;213;0;0;1;0;0;0;59412;59366;17;22765482;22346938;19587;0;0;0;3978353;3462908;72;67158;67158;20;3202682;34970559;6994108;5330783;1066158;1240976;4686974;17909;3582;557;112;164;3306;20;10;83659937;16731988;54229632;10845927;548221;5337840;0;0;0;0;118630496;23726096;59560415;11912085;1789197;10024814;3047544;46305;3093849;480;0;1;1;3202680;59366
город Севастополь;24941247;24825654;6204;1970026;1971037;19710366;792;0;0;0;1;-18946;0;17905795;17841411;89207055;5957;110;0;56165;36244;217463;76;0;0;0;0;0;0;0;0;46776;46188;230941;48;4157798;4104809;25231792;3746;713467;712715;1379;0;0;0;823523;824823;1976;24651;24632;544;0;0;0;986;986;13;161;161;1;0;0;0;20057123;20081651;5901;15949367;15998974;5795;43636;44286;48;10897;9690;29;874071;873792;1298;46229;45641;45;3114625;3090992;3511;18298;18276;38;0;0;0;0;0;0;9764;9764;15;5021343;4898560;6624;0;0;0;105277;122572;40;23170;24604;8;399482;8064655;1612931;315322;63064;197325;1352542;623;125;0;0;0;125;1;1;1524612;304923;184606;36921;6345;261657;0;0;0;0;9589267;1917854;499928;99985;203670;1614199;7217226;67756;7284982;34013;0;4;1;399481;9403
БАЙКОНУР;550157;549709;67;6303;6301;63008;24;0;0;0;0;451;0;518642;518643;2593213;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24761;24761;148567;14;0;0;0;0;0;0;0;0;0;1571;1693;16;340;340;1;0;0;0;0;0;0;0;0;0;358370;357819;52;246634;246317;51;233;233;1;83211;83211;12;1430;1195;2;0;0;0;26343;26343;12;520;520;3;0;0;0;0;0;0;0;0;0;193357;193583;71;0;0;0;0;0;0;0;0;0;2680;259193;51840;43957;8792;26269;16779;29773;5955;27649;5530;23969;-23544;8;5;41956;8391;478;96;314;7981;0;0;0;0;301149;60231;44435;8888;26583;24760;0;0;0;0;0;0;0;2680;0
