GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147
Пермский край;501059952;501934881;47645;17041729;17009349;170093450;4344;10908;5778;63567;17;-502053;0;380306896;380820095;1904117228;46540;-3988;0;3660060;3659860;21956463;1001;5411;5411;27598;19;0;0;0;0;2054771;1593984;7969920;370;77274140;77011819;466952418;22123;15478360;15457208;9582;143823;144004;65;21210541;21125236;13815;844679;834613;3129;1153;1153;5;1173;1197;53;10523;3710;31;867;867;5;434840879;436190887;45734;331250740;332611429;45363;8762026;8761215;1143;1293576;1301628;435;17652781;17664060;8912;1592559;1588064;361;73573461;73562489;21072;693095;684983;409;3180;3180;1;72651;8660;3;6730458;6785687;330;89608154;89160342;49378;0;0;0;29325093;29285151;631;7970289;7986242;162;457615041;68792685;13758536;17005181;3401038;1061736;9295762;190782;38156;138465;27693;20000;-9537;43;0;65895167;13179035;18948179;3789637;59259;9330139;0;0;0;0;134687852;26937571;35953360;7190675;1120995;18625901;61586715;4824773;66411488;86158;5573;18;0;457615042;6837526
Псковская область;53798795;53343363;8542;9687709;9693949;96939487;963;7811;7811;85913;10;268153;0;34933433;34772523;173862925;8280;0;0;1015916;1016828;6100967;199;1951;1395;7548;1;1229;266;1332;1;66798;66798;333994;73;6746723;6756600;51265792;3354;757152;728859;1158;1234;1234;13;1072703;1028100;1789;165432;159952;814;0;0;0;10898;10898;8;1908;1140;15;0;0;0;48188074;47840457;8180;37416370;37038064;8093;2329598;2330956;491;767046;782420;337;1005584;1010739;1070;66492;66492;72;6532331;6523341;3135;70551;88344;110;29;29;2;404;15;1;1676057;1673286;376;6651193;6545935;8701;0;0;0;2691538;2615400;695;249322;249322;12;17753283;5902005;1180404;1305508;261100;78671;840633;108800;21760;0;0;0;21760;1;0;843409;168682;525706;105140;3333;60209;0;0;0;0;6745414;1349086;1831214;366240;82004;900842;1341110;233029;1574139;9896;0;4;0;17753282;1673433
Ростовская область;647508208;645686765;59826;51840676;51799515;517995216;7848;85917;47686;524547;60;806407;19;423172092;422848735;2118335757;56298;2218;0;6820050;6765418;40592546;1197;68;60;3485;5;99;99;992;1;760459;733918;3669693;422;126134986;125939931;811515301;33304;29325794;29215015;11920;760341;741887;147;37839227;37414928;17019;505354;470109;2123;1210;1234;3;4143;3627;101;38125;21760;57;49155;49155;8;599633986;598864121;57046;414997642;414757972;56356;27653080;27617871;3708;2847741;2855963;1012;33803475;33702075;11328;750034;723212;402;119277579;118889992;31490;368958;364102;531;162;162;1;15314;14418;17;20589828;20369526;932;84963448;84166547;58601;0;0;0;57276072;57299334;2880;2171215;2239972;109;543750438;80067662;16013530;22840086;4568015;1858735;9586780;557388;111478;484886;96977;98;14403;47;0;49368585;9873719;3275015;655003;74179;9144537;0;0;0;0;129436247;25887249;26115101;5223018;1932914;18731317;19336345;27677792;47014137;254970;11361;41;0;553257380;20319162
Рязанская область;212512762;213762061;21510;15913512;15935582;159355830;2734;4585;3381;37179;31;-640241;0;151019552;151603083;758005645;20438;3808;0;2134971;2094799;12567307;491;380;380;1979;3;0;0;0;0;96224;96191;480956;131;34047950;34046750;209782657;9546;8844330;8871064;3642;27072;30199;46;9931418;9956922;5238;123704;124803;1119;0;0;0;4673;4673;29;21888;2783;21;284;284;3;173806904;175384636;20649;126313035;127872864;20491;6617589;6610678;654;785190;784976;257;9421304;9422652;3329;82859;82872;119;30465825;30487609;9050;117718;120329;224;0;0;0;585;558;5;647413;649658;169;41594115;41231710;21975;0;0;0;3581679;3367558;242;228386;228386;31;31172038;11712811;2342562;2382702;476540;229059;1636963;1847;369;58;12;0;357;6;0;12882148;2576430;1614676;322936;85866;2167628;0;0;0;0;24594959;4918992;3997378;799476;314925;3804591;3472161;244247;3716408;3244;230;6;0;31172035;629256
Самарская область;822987940;827058163;88600;33143614;33278727;332787201;7139;8942;8920;98126;34;882531;0;624481220;628973909;3145640427;86101;6194;0;8488614;8483487;50941025;1094;13762;13734;79322;10;34;34;285;2;532482;522909;2614536;310;126775400;126945985;784448304;37282;26367522;26409189;14009;286298;286938;123;28670321;28688943;20000;3180734;3160283;2571;1482820;1482820;10;454;4278;53;26229;9699;66;6;12;6;690730105;695072718;85473;510639631;516931125;84923;29970445;27903761;2068;2370433;2368952;710;27857156;27966691;13585;530538;521103;304;118042276;118055957;35039;1315684;1321736;761;0;0;0;5228;4162;8;6792346;6963450;714;144737741;144432773;88035;0;0;0;16207108;16142180;814;12546026;12559493;205;264532459;95896605;19179330;23826684;4765339;2902291;11511700;1030921;206184;564655;112931;1813;91440;38;0;144444307;28888863;56265900;11253179;107065;17528619;0;0;0;0;240340912;48068193;80092584;16018518;3009356;29040319;38516301;6025447;44541748;151141;19690;38;0;264532462;6935981
Саратовская область;270129283;268928683;32302;20572036;20773248;207732507;4085;3736;3736;41082;16;178651;0;183128930;182319762;911906489;30699;15;0;4667339;4674281;28046705;626;-1699;13;128;1;0;0;0;0;366307;366382;1831912;188;48185194;47963813;301316655;16182;11785113;10595606;6264;1116793;1110058;82;12816859;12755058;8736;201920;215543;1145;0;0;0;6343;6343;32;8191;4936;23;0;0;0;228556140;227612138;31094;165576894;164784449;30851;4692196;4690580;622;553143;556164;357;11232373;11210987;5992;356675;356750;175;45839834;45710982;15146;228780;227143;243;0;0;0;179;178;7;1425896;1426138;282;45149317;44898065;32137;0;0;0;4761747;4733691;714;1871092;1875105;43;42463985;28445044;5689009;6317956;1263591;1045986;3379432;3935;787;3104;621;517;-351;9;0;12930260;2586052;1540700;308138;10677;2267237;0;0;0;0;41375304;8275061;7858656;1571729;1056663;5646669;14437284;484631;14921915;20818;1603;12;0;42463991;1423010
Сахалинская область;89335451;88568341;5146;4946264;4905247;49052460;842;18;18;202;3;60018;0;69872790;69465365;343208517;4980;-1725;0;383319;378107;2268635;52;150;150;900;1;0;0;0;0;139759;139320;696604;76;11499321;11222524;70302029;2207;2053996;2040570;717;150489;150489;14;2435419;2430684;1345;1557265;1515514;802;0;0;0;50;50;1;526;267;5;2;2;1;87401504;84155898;4809;70213857;67374825;4733;3444736;3418074;473;7180;7167;19;2549392;2561047;704;139765;139320;74;9497720;9165885;2157;1523088;1486008;269;0;0;0;0;0;0;5625099;5635909;142;28741653;28407706;5282;0;0;0;30866530;28099693;491;194221;195319;16;108909451;11249561;2249911;1228261;245652;217272;1786987;4430;886;3610;722;36;128;10;0;4583531;916706;348845;69770;32048;814888;0;0;0;0;15833092;3166617;1577106;315422;249320;2601875;4872715;15353695;20226410;223976;5943;13;0;108919109;5591791
Свердловская область;1327591147;1312834246;115918;43225244;43137473;431375029;7950;56819;56819;624996;54;9805283;12;904507059;906760979;4535539586;112928;91143;2;90875980;84062157;504365956;2410;192368;192340;969643;31;212594;212594;1147192;4;1700297;1695965;8474341;593;223499938;223026210;1359308806;61730;47628395;47427738;26251;1707447;1709989;256;53711434;53529881;35026;1691075;1646989;6059;109;109;5;33035;32336;154;184255;87992;116;0;0;0;1208567312;1195062478;112186;884753256;871509508;111289;43619977;43449416;4512;12742793;12790988;1293;49589694;49844430;24104;1675669;1671339;575;215061244;214630614;59201;1019196;1020957;1354;95278;95278;9;54342;13212;23;19532242;19395088;1157;171254062;169896419;117996;0;0;0;69453779;68767105;1460;8312086;8309352;291;1114426556;194768145;38953627;52217778;10443554;5811343;22698730;76489;15298;15896;3179;345;11774;39;0;480818749;96163749;267454734;53490947;712741;41960061;0;0;0;0;675586894;135117376;319672512;63934501;6524084;64658791;72073093;5873854;77946947;189896;7947;64;0;1116002175;18695437
Смоленская область;153869687;153016506;20962;10917686;10887955;108879681;2551;-346;2843;31278;24;1144720;0;104591744;105284496;526447067;19779;26878;0;3570984;3357176;20143059;580;0;0;0;0;0;0;0;0;79666;78562;392803;103;28367696;28253022;173912680;8290;3302960;3286295;2803;652807;652116;66;5169490;5143988;4236;444834;440767;1946;0;0;0;774;774;23;9024;5442;36;0;0;0;142338282;141948170;20923;88431923;88153476;20376;5947047;6066097;1039;16796777;16668518;4795;3359904;3364637;2754;76988;75593;103;27080161;26974736;7737;396594;396557;557;0;0;0;8846;6199;11;5250334;5058731;1678;16252038;16229881;18963;0;0;0;9936710;9884908;4548;79701;79701;9;106264196;13455836;2691169;2019889;403978;243305;2043886;18325;3665;0;0;0;3665;8;0;11423328;2284664;730214;146043;5326;2133295;0;0;0;0;24879164;4975833;2750103;550021;248631;4177181;46188004;6261118;52449122;2330905;197316;324;0;106264200;5038820
Тамбовская область;122723966;121332830;11518;24956085;24991783;249917831;2792;2487;3622;39832;11;995224;0;66505148;66196087;330984831;10581;-937;0;290334;321789;1930737;185;-31;14;140;1;0;0;0;0;118247;117244;586226;131;21205744;21185621;156492235;4646;7800939;7659471;1559;539267;539280;15;8651699;8507536;2498;92629;91610;1141;16;16;4;3800;3800;34;8846;4457;8;-1;0;0;116377492;115144891;10997;87314884;86134755;10930;1790209;1790693;145;345953;345929;100;7137386;7137343;1486;117295;116157;126;19598649;19547594;4341;73768;73240;191;0;0;0;5340;2331;1;560252;560252;27;13355342;13204155;12010;0;0;0;7450644;7463264;269;710755;711775;35;22005689;9527753;1905551;1810375;362074;307098;1236379;7196;1439;0;0;0;1439;3;0;10927306;2185461;8594452;1718891;3653;462917;0;0;0;0;20455059;4091012;10404827;2080965;310751;1699296;2351381;227792;2579173;78730;0;4;0;22005687;557433
Тверская область;176354345;175608915;20383;9780142;9766583;97665715;2151;2507;2507;27580;18;41264;9;130590906;130542371;652711493;19773;21552;2;6281766;5808613;34862352;473;1064;41;339;5;8;8;41;1;126940;126362;631812;156;25494855;25360885;159883698;9091;3063164;3031215;3212;34502;34501;60;4014614;3972788;4954;284931;283218;2445;-68;18;1;409;409;23;4228;2690;20;5;5;1;156276256;155687448;19120;120045422;119761295;18972;7778021;7776291;672;423843;423741;265;3198058;3172086;3007;127139;125831;149;24469622;24195330;8575;232475;231352;296;3;3;1;1042;871;5;1534274;1530939;218;24145874;23991800;22012;0;0;0;5334426;5322540;368;1202608;1205600;51;36851027;18737981;3747599;2977429;595488;250493;2901618;826;165;0;0;0;165;1;0;14390472;2878094;2649375;529875;7418;2340801;0;0;0;0;33128453;6625693;5626804;1125363;257911;5242419;3856200;3687222;7543422;592;0;2;0;36852960;1518046
Томская область;238996196;238989377;16889;14254594;14252181;142521786;1784;8528;8576;94339;10;11274;0;188814630;188837488;944187211;16404;-139;0;714576;703758;4222546;272;1304;1304;6526;2;755;755;3802;3;110982;110735;553675;112;30686808;30651340;185038877;7219;3618233;3640868;2976;205422;205416;7;4396163;4420409;4358;119587;115965;1540;64;64;1;1288;1288;12;22728;14105;14;100;102;2;190927299;192701969;16172;155657151;155732034;16061;2556092;2548508;327;166108;163879;124;3629653;3683123;2727;110973;110725;111;30408864;30384368;6848;86225;76173;194;29;29;1;0;0;0;641630;700926;91;50287595;50187944;17712;0;0;0;2665640;2562929;372;5602036;5602121;68;25121525;40742159;8148430;4729777;945956;379696;6822778;3086;617;6798;1360;1360;-2103;5;0;9177378;1835477;466311;93263;12325;1729889;0;0;0;0;49919537;9983907;5196088;1039219;392021;8552667;4557260;1423011;5980271;1234088;48836;11;0;25174577;675501
Тульская область;295614100;295436308;25266;20574515;20588513;205885211;2548;482;479;5275;9;349777;0;199442132;199564568;997816835;24426;403;0;2335704;2334606;14007639;422;6765;7975;50828;5;10;10;95;1;356262;325139;1625691;239;52154724;52179992;339248961;11458;17749985;17704910;4205;741523;741007;57;20398800;20377265;6047;1088492;1088356;1712;91;91;3;587;842;39;31203;15553;28;320;334;1;283158176;283120756;24140;202467203;202349101;23955;13250602;13267907;860;823144;822056;347;15466165;15500826;3971;346745;315621;238;49762920;49828205;10891;1033434;1028599;336;215;215;1;94;0;0;1465925;1464447;159;37141048;36980609;25935;0;0;0;24350070;24983334;453;3449322;3231443;115;242522640;32962878;6592577;9321009;1864202;757228;3971147;7859;1572;8185;1637;441;-506;16;0;8040353;1608071;584287;116858;8815;1482398;0;0;0;0;41003231;8200648;9905296;1981060;766043;5453545;9041462;3068133;12109595;203448;0;14;0;242522644;1462126
Тюменская область;492135213;492404795;27528;10647356;10646700;106470464;2581;964;964;10604;26;-210277;0;369183640;369471440;1847383847;26577;-15230;0;1612121;1632090;9788994;516;2031;2031;13468;5;1;1;4;1;556333;555440;2777203;178;87264128;87146228;527878574;12518;21305745;21187888;5627;242312;242262;53;23097499;22934439;8308;4863313;4817869;1904;3;3;1;1173;1173;26;13458;638;4;129;5;2;415388354;416389715;26269;299250105;300592730;26025;8782103;8506291;379;317706;318100;146;16581588;16684305;5267;549498;548584;169;84968357;84816986;11840;4937626;4919587;381;-3;0;0;0;0;0;423404;422364;84;114909860;114093823;28199;0;0;0;33720853;33600230;517;16594591;16517024;73;168751705;69628594;13925713;13547407;2709482;1611587;9604644;70863;14172;7143;1429;404;12339;25;0;66788953;13357791;12179395;2435879;709285;10212627;0;0;0;0;136417547;27283504;25726802;5145361;2320872;19817271;52050670;7640720;59691390;12551;0;2;0;168751701;385379
Ульяновская область;148033720;146210589;20013;9957538;9967868;99678688;2046;546;661;7275;15;974265;0;107057657;106571661;532858328;19265;4519;0;1765982;1763841;10575889;383;646;646;3474;7;134;134;669;1;61659;61284;306420;163;21549583;21558715;135326265;8583;5576688;5135899;3160;77207;77207;25;6662048;6191992;4814;266126;265405;1391;267;267;3;715;715;10;4984;788;12;-85;0;1;130939363;129359373;19241;96197732;94600132;19112;8117833;8129699;428;416238;384767;196;4951633;4981023;3090;60605;59963;153;21025135;21044169;7997;169874;159264;279;264;264;3;38;22;1;696949;695492;102;19535200;19283278;20557;0;0;0;2950864;2851950;274;345687;128945;23;23727041;27517356;5503470;8119371;1623874;601033;3278563;8580;1716;85;17;0;1699;8;0;5503071;1100614;708882;141776;7261;951577;0;0;0;0;33020427;6604084;8828253;1765650;608294;4230140;1877113;12515051;14392164;1049;112;2;0;23727045;693752
Челябинская область;746396314;745367828;80257;28414807;28349676;283496817;4534;10423;10423;114647;35;1911159;0;545222458;546367932;2731887153;78123;31575;0;11808447;11848416;71090534;1573;-58482;3768;21372;15;-120;0;82;1;777223;774591;3872944;424;135121677;134979306;831056106;39247;20105541;20005490;15981;556033;428629;145;23104407;22952348;21351;838545;838162;3772;494;499;8;11962;11955;103;78795;44216;135;424;57;10;671193095;670693987;77710;487641706;487493774;77188;21360144;21374109;2343;12133197;12134359;971;20095306;20060819;14841;600356;596636;404;128396937;128041093;37117;699056;715374;712;275986;276255;6;5478;3368;14;3468855;6078952;1208;90947861;90395421;80614;0;0;0;20963383;20851519;2058;4386955;5014145;165;249589267;86924886;17384980;22272256;4454452;1317131;11613397;91794;18359;158964;31793;4338;-17772;48;1;203062656;40612532;85390726;17078144;166023;23368365;0;0;0;0;289987542;57997512;107662982;21532596;1483154;34981762;14880999;2435428;17316427;554815;25524;102;0;249589266;6046544
Забайкальский край;47655545;47537512;4623;3061020;3056751;30567391;817;318;448;4921;11;180210;0;36923501;36903349;184517055;4356;-42;0;78197;76967;461622;128;314;378;2167;4;0;0;0;0;372631;381965;1909823;73;5657547;5645394;34111555;1500;1202012;1183757;562;8824;8970;4;1381830;1363908;1055;246330;244405;1785;-557;0;0;-581;178;6;24223;15802;4;-103;21;2;42831581;43429826;4062;33825270;33841655;3980;1043737;1619299;315;5517;5517;16;2104239;2109378;475;308433;317766;71;5342603;5334592;1393;201775;201619;145;0;0;0;29036;20572;1;8781166;8411172;241;8995557;8922214;5772;0;0;0;12752168;12931909;662;247926;247926;24;104650225;11072702;2214543;1574865;314975;38199;1861369;18638;3728;15009;3002;0;726;8;0;19129904;3825982;59883;11976;25288;3788718;0;0;0;0;30202606;6040525;1634748;326951;63487;5650087;9590341;12624;9602965;5790;54;7;0;104650227;8410103
Ярославская область;262972173;262975290;34078;8378075;8372321;83722676;2479;58;58;639;1;447643;0;194975190;195342477;976753494;33318;66;0;1001997;1002597;6014737;478;348;348;1768;5;129;129;643;2;175374;175378;876898;171;46160249;46240648;280406672;15019;9938480;9924726;5328;564290;565016;85;11846247;11834294;7854;319141;315665;1269;289;289;5;22853;22855;46;3825;2936;18;3;3;2;227499291;227991915;32589;158154327;158653406;32388;7960148;7965395;876;375675;368798;380;17208380;17226251;5119;174444;174440;169;43370910;43329977;14258;232827;233053;355;54;88;1;200;0;0;1144549;1147784;250;47807077;47316779;34326;0;0;0;13050849;13132963;587;1715069;1715093;48;74942125;46972703;9394538;8144203;1628841;921495;6844202;134987;26997;26;5;0;26992;13;0;10639537;2127908;3966122;793224;15937;1318747;0;0;0;0;57612240;11522446;12110325;2422065;937432;8162949;111824744;350853;112175597;404276;26288;37;0;74946094;1143623
город Москва;16538309051;16348661500;636118;629120565;630243042;6302431876;51195;1725076;1691250;18603742;273;165905930;0;11523703707;11527878941;57640459555;616768;3347384;0;72933723;71165314;427620927;8307;1943010;2135924;28734804;112;1087674;1087218;5456074;139;26995762;21871828;109361028;1012;3332474560;3311067284;20091157073;327379;548262652;542878076;112327;155889593;154964221;1148;780573928;775404176;156217;91368430;88061692;29968;234118;232840;273;17138;21851;143;3319640;2603499;1307;1045;1095;49;14722493927;14527245882;614556;9589584943;9419727328;607617;1237746304;1237758065;58658;74233876;74255029;10584;640851955;630989339;104863;26929611;21821052;952;3088999800;3079090562;313916;68416715;68264105;15786;890785;876821;155;991068;755325;173;825046205;828149152;6845;2268506967;2265282976;631098;97292939;96798293;5000;1188145721;1188905987;6404;287285400;290317615;799;10107591225;3380764898;676152986;1031966179;206393236;76408357;393351393;33147115;6629423;13540647;2708130;366692;3554601;737;0;136993655410;27398731081;122654752477;24530950498;109690589;2758089994;138057582;27611516;793;0;140512477890;28102495583;123686718656;24737343734;186098946;3179052903;9936988200;113512490275;123449478475;35037448;1698753;391;0;10115100033;824566611
город Санкт-Петербург;4586308622;4551180859;287846;222839718;223478499;2234684624;19888;29536;30055;330629;109;76828256;0;3263514269;3297792735;16489083874;280756;19441;0;20754730;21337725;128039129;3707;274836;277429;1471700;44;392245;390216;1951156;15;4548651;4532488;22658614;461;867224960;872628560;5298165610;152941;116478547;116704679;59345;2750962;2576234;446;131505966;131054644;79268;13240261;13209498;10238;23437;23405;57;3148;3525;109;266603;185798;319;8466;8909;33;4035523901;4000685512;280737;2855912864;2816388296;278237;237025380;238325676;21953;9596113;9672597;4278;150753171;150757731;55924;2425703;2407098;439;770056897;773362432;145982;11155398;11186585;4155;109439;109747;13;66760;39036;43;95400833;95616515;3739;666523190;666019851;285844;0;0;0;203815689;201167660;3904;39476321;39361091;324;1306228561;735205707;147041138;270865988;54173198;14907538;77960402;1747312;349462;1382158;276430;9298;63734;206;0;4348777546;869755512;3187546015;637509202;11956644;220289666;0;0;0;0;5083983253;1016796650;3458412003;691682400;26864182;298250068;255136334;356373639;611509973;1120033;43381;157;0;1306228560;93466250
Еврейская автономная область;5106487;5103615;645;543414;543406;5434057;121;403;403;4427;7;-3396;0;3456801;3455253;17276267;590;1;0;583;578;3466;8;0;0;0;0;0;0;0;0;63609;60370;301849;12;883793;882985;5353779;220;149993;149977;64;0;0;0;161280;160619;131;29001;28863;581;0;0;0;196;196;4;0;0;0;0;0;0;4212992;4221951;610;3045472;3056968;589;150064;150555;70;893;893;3;161898;161996;60;63609;60370;12;768901;769012;197;22135;22135;29;22;22;1;0;0;0;704724;696243;28;820227;814703;1149;0;0;0;590749;591422;102;0;0;0;10721060;616524;123307;142903;28581;8633;86093;39;8;0;0;0;8;2;0;56983;11396;758;151;0;11245;0;0;0;0;673507;134703;143661;28732;8633;97338;156949;100;157049;0;0;0;0;10721061;696274
Ненецкий АО;7951135;7901812;277;121762;120968;1209676;45;0;0;0;0;4365;0;6112344;6070129;30350107;267;0;0;57556;57556;345339;10;0;0;0;0;0;0;0;0;6694;15590;77949;26;1558023;1559256;9375084;128;49985;49972;50;0;0;0;90391;78313;86;1521;1521;17;0;0;0;4;4;3;0;0;0;0;0;0;11786737;11792422;252;10236143;10233365;245;2293;2293;1;0;0;0;44911;44117;42;7365;15417;25;1495888;1496857;126;353;372;11;0;0;0;0;0;0;3167391;3167351;16;1295684;1280904;258;0;0;0;8292279;8332252;37;3575767;3575769;10;44850747;468239;93650;169026;33806;62119;-2275;0;0;81752;16350;0;-16350;0;0;4691078;938215;10921;2184;8021;928010;0;0;0;0;5159317;1031865;179947;35990;70140;925735;3775;295071;298846;0;0;0;0;44850747;3167335
Ханты-Мансийский АО - Югра;971702184;971366329;20980;4050066;4048389;40483902;1056;6412;6407;70466;18;22584;0;811016982;810807933;4054052964;20671;5701;0;875791;884450;5306698;393;611;611;2269;3;0;0;0;0;31605939;31602065;158010326;208;92331953;92254665;560865338;7046;31257150;31262961;3096;41798;36263;24;32901628;32882299;5027;822149;821552;2332;62;0;0;26;26;11;7163;2279;7;-774;-750;6;651176641;651195102;19472;508126359;508210767;19340;2863331;2854243;192;432509;453716;79;33174427;33119014;2777;17249984;17245936;202;88656025;88631160;6718;689749;692819;554;0;0;0;1882;887;5;43165223;44130711;101;293307608;292957613;22089;261597;260594;334;17248876;15177175;332;56193635;56191959;144;1220089101;49493870;9898774;15695721;3139147;1193376;5566251;36255;7251;44356;8871;34926;-36546;16;0;69743988;13948798;19906628;3981326;83972;9883500;0;0;0;0;119237858;23847572;35602349;7120473;1277348;15449751;7679020;6515402;14194422;1773;0;2;0;1220058503;43344555
Чукотский АО;11011166;10996759;394;342399;342366;3423652;81;466;466;5125;1;6242;0;7096308;7092028;35459048;379;0;0;7140;7140;42840;8;0;0;0;0;0;0;0;0;302999;302622;1513107;28;1863766;1854724;11237807;156;1167273;1167328;58;0;0;0;1391845;1397691;130;1159555;1159025;942;0;0;0;29;29;2;0;0;0;0;0;0;15009834;15005342;388;10755662;10758128;384;63116;62926;8;25613;25613;4;995104;995184;43;302999;302622;28;2010912;2004442;146;855881;855881;108;0;0;0;0;0;0;4335447;4335447;24;2690217;2691400;1129;0;0;0;9899463;9875298;170;131688;132115;10;96054175;493484;98696;125283;25057;69711;3928;287;57;150;30;18;9;3;0;500846;100169;11055;2211;11055;86903;0;0;0;0;994330;198865;136338;27268;80766;90831;245205;93069;338274;0;0;0;0;96102828;4335448
Ямало-Hенецкий АО;750784072;750594694;4298;643326;641777;6417770;315;1040;1040;11436;6;198541;0;602861918;602913196;3014568379;4207;2067;0;83613;80445;482674;109;159;41;207;1;0;0;0;0;252602;238056;1190275;123;105739046;105705403;634810127;1697;40298935;40324827;772;0;0;0;40893482;40903115;1161;14300104;14292655;897;0;0;0;773;535;6;0;0;0;-247;0;0;543833956;543689025;3847;392380194;392696101;3812;2811281;2810450;50;558;616;5;48385889;48377969;738;251632;236614;120;85619085;85289201;1606;14288319;14279244;293;0;0;0;0;0;0;11435110;11435132;32;303236678;303094142;4849;0;0;0;93342750;93290877;128;79229882;77447114;106;524675415;18549720;3709944;11602234;2320445;364943;1024556;39615;7923;67532;13506;274;-5857;22;0;39100274;7820055;4318591;863717;6774;6949564;0;0;0;0;57649994;11529999;15920825;3184162;371717;7974120;198760390;288904;199049294;23420;0;4;0;524675416;11434995
Республика Крым;134919753;134903558;17720;10050926;10095373;100953572;2501;436;436;4801;5;98920;0;93717017;93968297;469900690;16996;17661;0;133044;147803;887830;184;2733;2698;12214;10;10;10;49;1;372572;340370;1701998;206;24653896;24585314;152040752;10242;5279224;5269734;3979;695;695;4;5875983;5760199;5545;126297;120831;2405;17;22;2;2422;2422;45;4340;620;2;-9;0;0;116475186;116626789;16796;87257543;87589920;16508;210215;215789;105;189668;187392;165;6249368;6215324;3731;370614;337972;198;22042841;21995485;9524;146849;76865;212;0;0;0;0;0;0;59697;59650;18;22354531;22012481;19428;0;0;0;4141109;3625664;84;67158;67158;20;3199616;33116031;6623206;5074291;1014858;1219722;4388626;17909;3582;557;112;236;3234;20;0;2375775;475156;288005;57601;159825;257730;0;0;0;0;35491806;7098362;5362296;1072459;1379547;4646356;2989492;46305;3035797;480;0;1;0;3199614;59651
город Севастополь;24927562;24866994;6154;1969427;1970438;19704379;787;0;0;0;1;-6259;0;17890500;17884856;89424282;5911;28;0;54851;36198;217188;76;0;0;0;0;0;0;0;0;46776;46188;230941;48;4162365;4115328;25279499;3711;704786;705650;1369;0;0;0;809874;812834;1960;24829;24710;539;21;21;4;966;966;11;0;0;0;0;0;0;20117942;20198767;5856;16027038;16109146;5751;42764;43414;42;10897;9690;29;873726;872899;1292;46229;45641;45;3098990;3099701;3484;18298;18276;38;0;0;0;0;0;0;9600;9600;14;5003548;4879556;6568;0;0;0;161800;179290;42;23167;24600;8;399610;7943284;1588657;331636;66327;197692;1324638;1995;399;1651;330;0;69;0;0;1526303;305261;184606;36921;6345;261995;0;0;0;0;9469587;1893918;516242;103248;204037;1586633;7307002;67756;7374758;34013;0;4;0;399610;9239
БАЙКОНУР;550046;549682;66;6271;6269;62692;23;0;0;0;0;457;0;518557;518647;2593233;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24754;24754;148522;13;7;7;2;0;0;0;7;7;2;1574;1693;16;340;340;1;0;0;0;0;0;0;0;0;0;358214;357662;51;247372;247056;50;233;233;1;82316;82316;11;1430;1195;2;0;0;0;26343;26343;12;520;520;3;0;0;0;0;0;0;0;0;0;193406;193712;70;0;0;0;0;0;0;0;0;0;2680;259735;51948;44275;8855;26151;16942;35445;7089;29786;5957;23851;-22719;21;0;41730;8346;478;96;314;7936;0;0;0;0;301465;60294;44753;8951;26465;24878;0;0;0;0;0;0;0;2680;0
