GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155
   Омская область;139413826;139515940;14037;10513673;10449180;104491525;2067;14962;14963;164595;6;12064;99015670;99484237;497425238;13385;7636;245283;245854;1475739;146;0;0;0;0;0;0;0;0;116816;116802;584004;77;22026988;21838437;138161470;5705;7064252;6971496;2402;5385;6383;25;7460385;7362486;3734;159835;158693;616;0;0;0;205;173;11;3022;1290;7;349;349;2;117684382;117400544;13579;86832928;86875799;13461;2150643;2140166;305;703592;699657;244;8446971;8330143;2303;116687;116673;75;19281558;19094895;5339;152419;143625;89;0;0;0;170;167;1;280409;281031;191;26504912;26619402;13980;0;0;0;4815872;4613238;397;5532745;5545741;27;25277937;19986019;3997205;4535555;907110;508336;2581759;0;0;0;0;0;0;0;0;7925791;1585157;8385543;1677109;1529;-93481;0;0;0;0;27911810;5582362;12921098;2584219;509865;2488278;11586073;2317215;364988;72998;104246;2139971;2391;11945;2389;0;2;351462;11937535;24025;636;3;0;25277936;278330
   Оренбургская область;156729164;156539113;9397;9250755;9231257;92312723;1517;980;734;8069;7;125225;118368602;118358261;591789082;8884;-17;1968152;1968930;11813578;168;0;0;0;0;0;0;0;0;413713;413809;2069042;87;22757297;22707383;142410975;3981;3260543;3263667;1848;60558;60561;6;3845768;3848079;2800;89322;87678;620;0;0;0;1322;1324;22;6255;0;0;18;18;2;112939310;112857641;8736;85510752;85470088;8655;1445883;1445787;155;300277;300875;124;4401415;4394613;1764;403578;403365;81;20795528;20759405;3802;82198;82100;122;0;0;0;4463;0;0;2456864;2451334;123;45488518;45396272;9653;0;0;0;4035778;4055859;265;4536048;4536048;40;63907090;15724667;3144930;3629261;725850;341854;2077226;8008;1602;5465;1093;0;509;7;0;80767851;16153567;72858062;14571613;28979;1552975;0;0;0;0;96492518;19298497;76487323;15297463;370833;3630201;3206857;641371;114032;22806;74001;544564;56579;237;47;13;56519;502974;3709831;16202;746;12;0;63907088;2451273
   Орловская область;51335642;50756536;5368;8596486;8466984;84669798;988;750;750;8254;4;-43914;27579165;27251210;136239497;4967;-382;716882;694770;4142233;117;0;0;0;0;0;0;0;0;60726;60380;301899;36;11815189;11683724;79537902;2323;1685257;1675805;800;4499;4499;13;2610721;2597629;1177;66288;66970;329;0;0;0;2075;2418;8;2985;841;4;19;19;1;45844759;45373536;5091;30112500;29757446;5048;1497752;1491025;153;417101;417341;110;2882986;2891560;779;60673;60327;33;10806367;10689055;2216;66834;66784;67;0;0;0;27;0;1;67913;67773;34;6668035;6544906;5427;0;0;0;1172728;1156936;170;223416;225007;12;12381988;5172471;1034494;1295616;259123;44489;730882;201744;40349;14005;2801;10825;26723;7;0;570452;114090;47852;9570;842;103678;0;0;0;0;5742923;1148584;1343468;268693;45331;834560;1336816;267364;4490;898;1717;264749;7673;30;6;0;7667;3239;1340055;27955;10;11;0;12381987;67335
   Пензенская область;87428507;87701489;8114;11987102;11963740;119637388;1255;3752;3752;41268;4;-159524;57076187;57287018;286519071;7720;355;778507;748779;4492590;206;0;0;0;0;0;0;0;0;34588;34683;173415;83;13165397;13132383;86261185;3978;4326311;4314712;1558;154;154;5;4541980;4530759;2385;59427;56259;585;3;3;1;1565;1565;23;4295;254;5;0;0;0;75819304;76190951;7822;56934316;57255639;7756;1882496;1881058;247;227849;227731;100;4414961;4443600;1462;34747;34501;83;12292422;12316303;3820;32513;32120;94;0;0;0;0;0;0;10519;10424;16;13517889;13412028;8355;0;0;0;1832680;1846243;153;300165;262522;27;17578134;8478392;1695679;1368995;273798;81424;1340457;0;0;0;0;0;0;0;0;1763329;352666;577076;115416;7242;230008;0;0;0;0;10241721;2048345;1946071;389214;88666;1570465;1892614;378522;47049;9409;23;369090;0;0;0;0;0;395322;2287936;0;0;0;0;17578137;4128
   Пермский край;269364072;269069605;23285;10356962;10341070;103408450;2276;7275;3373;37099;8;-106538;205137618;204866147;1024330729;22756;-2700;2535506;2527299;15163781;517;166;166;581;3;0;0;0;0;794862;793990;3969865;177;40907702;40839153;253057998;10725;8914371;8877371;4861;22049;42488;30;9735257;9693000;7293;753425;743960;1509;1824;1824;1;1886;1886;24;3611;1638;8;392;223;7;219822566;219269015;22352;166912787;166577762;22169;4261398;4166492;584;583860;583041;199;7672535;7648486;4442;792583;791621;171;39135900;39042572;10317;458296;454608;223;0;0;0;-1268;97;1;2552749;2545213;146;60871550;60612961;24102;0;0;0;12598216;12594545;298;6682067;6629090;74;238696018;42971147;8594234;8689333;1737866;786497;6069871;27798;5560;2901;580;404;4576;20;0;46301196;9260240;43900250;8780050;27155;453035;0;0;0;0;89272343;17854474;52589583;10517916;813652;6522906;13566150;2713229;2341057;468209;21601;2223419;6461;15405;3081;2580;800;2960248;16526398;11893;722;12;0;238696017;2547844
   Псковская область;29883323;29760347;4102;5814910;5785999;57835605;479;52;52;570;2;-10207;18558929;18448470;92242261;3977;0;749050;749036;4493453;103;0;0;0;0;0;0;0;0;32898;31418;157087;38;4080058;4088105;25791295;1612;547200;549755;619;16907;16904;8;657633;657226;989;73177;73122;361;0;0;0;8026;8026;5;1379;454;5;0;0;0;27282766;27223843;3942;20979112;20985024;3905;1278435;1271296;235;344920;345370;160;592495;594615;556;32863;31382;37;4005190;3946886;1531;49322;48839;55;0;0;0;11;0;0;734122;733118;201;3215640;3162153;4118;0;0;0;1259457;1274305;352;17164;10983;5;12716119;3088386;617676;519249;103847;60769;453060;16;3;15;3;0;0;1;0;319923;63985;103517;20704;1830;41451;0;0;0;0;3408309;681661;622766;124551;62599;494511;756294;151258;2184;437;257;150564;0;0;0;0;0;139699;895993;54;0;1;0;12716120;732631
   Ростовская область;366912075;365753744;29553;34120808;34080188;340802632;4122;25459;25437;279824;39;48550;227347862;226422518;1132090188;27762;1492;6719459;6718410;40310454;628;0;0;41242;0;0;0;0;0;662593;657707;3288537;219;75799420;75637988;491071666;16619;16144818;16070896;6570;504334;503912;61;22201084;22180464;9340;302583;299437;1065;297;266;5;3364;3364;54;11667;2677;19;164;164;3;349008040;348162172;28339;242818335;242167917;27966;16751970;16743072;1809;1806954;1791458;498;20724181;20691801;6004;652794;647860;208;65968658;65837432;15796;286274;286177;273;76;76;1;6343;2704;3;13558150;13491780;442;48755899;47802644;28896;0;0;0;43552987;43376424;1593;641250;625585;45;413517071;54930443;10986091;16141613;3228324;1349025;6408742;253162;50632;164099;32820;0;17812;26;0;26837144;5367430;487470;97496;40370;5229564;0;0;0;0;81767587;16353521;16629083;3325820;1389395;11638306;9061450;1812290;863813;172763;29001;1610526;129109;80281;16056;545;112508;20741023;29802473;44428;5407;13;0;413516945;13439194
   Рязанская область;115523577;116274633;10637;10181796;10193088;101928588;1367;113;114;1209;8;-256176;79499892;80014536;400076248;10107;-4319;1836162;1840004;11040535;237;865;110;661;1;0;0;0;0;28513;26824;134120;56;18618990;18600412;114608156;4676;5166279;5146998;1845;12499;12080;13;5618548;5598841;2723;111675;111348;514;0;0;0;1095;1075;13;3291;1908;7;13;13;2;101994444;102819698;10192;73759991;74603839;10112;3967798;3978007;331;485113;484928;140;5819010;5794101;1702;26902;25936;53;17871522;17862559;4447;71729;71464;106;6;6;1;527;527;2;162153;159818;69;17316293;17213918;10779;0;0;0;3241951;3798070;122;102363;102363;19;19096727;8627591;1725518;1595376;319073;241909;1164536;4396;879;139;28;0;851;5;0;5168513;1033700;492712;98542;12926;922232;0;0;0;0;13796104;2759218;2088088;417615;254835;2086768;2518141;503629;14000;2800;523;500306;8498;325;65;325;8108;20754;2538895;1194;191;1;0;19096730;159128
   Самарская область;474302915;468787924;43644;21427585;21366365;213663668;3612;5182;5137;56400;19;1558964;355447694;351819445;1759113565;42389;26075;5239039;5246267;31477595;576;55;55;7967;2;209;209;1046;1;228677;225409;1127040;141;73848358;73659095;456787637;18311;15098401;15022697;7523;213105;213097;56;16521249;16431130;10896;892782;869266;1304;1048;1048;6;1530;1821;27;12469;6853;22;21;21;4;393444239;388837381;42220;284228497;279754131;41919;20278146;20258649;1086;1104000;1104108;361;17083129;17089136;7107;228064;224897;138;69625093;69535205;17320;896732;871110;397;21;21;1;3017;2086;1;3248566;3291851;322;87112309;86264351;43376;0;0;0;8621204;8704633;420;6000033;5994069;96;132752820;58334863;11666976;15909403;3181880;1237274;7247822;70469;14094;28279;5656;12003;-3565;19;0;57098944;11419791;8110652;1622131;186448;9611212;0;0;0;0;115433807;23086767;24020055;4804011;1423722;16859034;12897175;2579434;542256;108450;134446;2336538;26791;62751;12550;1796;12445;3186220;16083395;67943;5358;15;0;132752821;3264470
   Саратовская область;153199382;152797348;16070;16450705;16423215;164228428;2264;15465;13839;152292;13;-103737;95829383;95533391;477662860;15216;-301;3471668;3471041;20826244;319;0;0;25;0;0;0;0;0;257378;254018;1270088;95;29860640;29697773;187767083;8017;6519657;6505378;3477;480342;474869;33;7418075;7402582;4841;165881;164907;590;131;0;0;1838;1836;15;6422;4101;9;0;0;0;132699690;132614405;15491;94382457;94489362;15377;2840798;2825140;313;306166;306037;170;8055777;8051854;3267;254309;250920;90;26749791;26579081;7552;105392;105272;120;0;0;0;612;171;3;764045;764315;118;25817730;25513847;16042;0;0;0;5822577;5838632;338;818368;818369;22;38779692;17473640;3494729;4194617;838920;378909;2276900;6412;1282;1365;273;78;931;7;0;5274680;1054935;742278;148455;3333;903147;0;0;0;0;22748320;4549664;4936895;987375;382242;3180047;10040657;2008132;192667;38535;11181;1958416;7023;5463;1093;0;5930;330814;10371471;4524;135;5;0;38774660;763890
   Сахалинская область;42049539;41777962;2580;2695541;2693573;26935727;447;8;8;90;2;8133;32610543;32519664;162598319;2514;1;339588;339588;2037527;22;0;0;0;0;0;0;0;0;62487;62168;310842;35;5183468;4090158;32329471;1089;757603;750314;362;273542;273542;7;1149771;1141440;717;702455;692709;395;0;0;0;18;18;2;16;2;2;0;0;0;38899696;38750006;2440;30399973;30378387;2406;1614968;1613905;199;803;862;6;606440;604550;333;61067;60748;31;5521730;5396961;1090;694713;694595;135;0;0;0;678;678;1;2198679;2198890;72;12304404;12240463;2648;0;0;0;10665302;11481188;245;121351;121351;12;60213779;7832962;1566591;894680;178936;125677;1261978;9855;1971;3841;768;85;1118;6;0;1780029;356007;571292;114258;15792;225957;0;0;0;0;9612991;1922598;1465972;293194;141469;1487935;1683377;336676;160488;32097;123815;180764;139383;412;82;76;139225;6075453;7758830;139589;204;7;0;60213781;2196652
   Свердловская область;757404120;752230798;57500;24595604;24502753;245027244;3989;24933;24933;274268;23;1674991;504622571;502035820;2510135352;55969;-3206782;60538734;60408208;362561159;1220;-181953;3903;22128;15;507110;321254;1606268;3;701296;684428;3422136;307;135572997;131419386;797420741;30487;29651612;29378728;13620;419981;477210;110;33220744;33054844;18297;1007371;973671;2893;614;614;7;20481;20516;79;34117;6582;42;0;0;0;693705293;688853292;55716;510267985;502195382;55255;23059223;22933107;2297;6094380;6150403;627;35328026;31889442;12416;678178;678733;298;128656982;124290734;29443;-10348058;731996;655;1624;1624;4;2753;433;7;6862726;6892484;522;95163459;94660687;58386;0;0;0;37023417;36918163;732;3762294;3783406;144;368319439;122970540;24594112;31379411;6275881;3313618;15004613;715259;143052;8619;1724;12156;129172;31;0;213532975;42706594;128171265;25634252;329579;16742763;0;0;0;0;336503515;67300706;159550676;31910133;3643197;31747376;52603747;10520749;1729578;345915;422279;9752555;50233;457;91;34;50108;3709087;56312834;157073;6095;36;0;368321099;6677235
   Смоленская область;90967244;91169842;10649;7028173;7006272;70062728;1298;1223;1224;13466;8;-17889;60384940;60673315;303359392;10053;34;2782214;2764950;16589697;279;0;0;0;0;0;0;0;0;71098;71098;355485;57;18398553;18348979;112503264;4191;1632804;1616691;1543;514093;513972;27;2319679;2303655;2344;276895;276752;965;140;140;1;488;487;11;5230;2066;9;0;0;0;84227841;84490496;10567;49857066;50247386;10290;3758092;3726368;537;10332427;10298313;2458;1840826;1835454;1479;71718;69907;56;17710905;17691846;3957;236107;236059;288;0;0;0;3697;2128;3;2705705;2705271;792;10083059;9961990;9587;0;0;0;5773525;5727342;2275;17465;17465;5;62401637;8003167;1600637;1469426;293886;161566;1145185;0;0;0;0;0;0;0;0;3011393;602280;720617;144123;14975;443182;0;0;0;0;11014560;2202917;2190043;438009;176541;1588367;2504544;500909;35221;7044;2685;491180;27129;16962;3392;157;23580;3829385;6333929;1285746;96095;147;0;62401637;2703037
   Тамбовская область;70919881;70341967;5606;19316309;19326698;193267016;1394;4043;4316;47483;9;314646;32900828;32675746;163395960;5128;0;294562;294294;1765764;105;13;13;2002;1;0;0;0;0;65277;65431;327159;67;14131293;14104418;104995771;2370;3458807;3447413;904;223042;222441;4;3892802;3868822;1424;100818;100793;539;2;2;1;1929;1972;13;2106;58;1;0;0;0;66260134;65831241;5335;48769655;48352857;5304;853567;851682;62;168508;168912;46;4547683;4543844;887;64052;64206;65;11778133;11770793;2147;76197;76611;92;2301;2301;3;633;9;1;218530;218530;7;8377206;8248123;5843;0;0;0;3822284;3843100;97;500301;500301;14;13697907;5929123;1185826;762094;152419;63864;969543;1152;230;0;0;0;230;1;0;858926;171785;50846;10169;166;161450;0;0;0;0;6788049;1357611;812940;162588;64030;1130993;1565256;313051;35336;7067;4777;301207;1028;0;0;0;1028;55026;1620282;0;0;0;0;13697906;218162
   Тверская область;97841826;97904160;10098;5540071;5519766;55197792;1102;1479;1479;16273;7;17631;72189774;72316287;361367060;9802;0;4063723;4065291;24391745;232;1;1;5;1;0;0;0;0;126235;126318;631587;86;13659578;13636554;84543941;4468;1583594;1587552;1710;8408;8408;20;2243078;2237063;2701;183184;182388;1156;0;0;0;198;182;9;57392;694;7;0;0;0;85722218;85932575;9473;67006328;67246298;9404;4319658;4319873;332;262770;262694;125;1731455;1720509;1593;125609;125711;81;12134662;12115320;4272;149927;149908;160;0;0;0;48;48;2;1172591;1111345;90;12898907;12757532;10826;0;0;0;1704518;1709108;190;348131;347108;23;28110829;11604006;2320802;1753275;350655;119916;1850231;2599;520;0;0;0;520;3;0;3072150;614430;242946;48589;3163;562678;0;0;0;0;14676156;2935232;1996221;399244;123079;2412909;2156258;431252;1213056;242612;7597;181043;2940;87;17;1568;1355;809583;2965841;0;0;0;0;28109341;1110231
   Томская область;131622508;131180071;7974;7882229;7870044;78700008;908;-488;14;158;2;9655;107468397;107080978;535404786;7750;1716;277340;315178;1891070;112;0;0;1065;0;119;119;593;1;74177;70947;354730;48;13645148;13604031;83291485;3537;1855329;1839112;1618;241047;214606;4;2262578;2235680;2337;49417;48423;724;0;0;0;237;237;7;10566;289;4;0;0;0;97994900;97719305;7660;80344212;80117445;7621;1550830;1551513;163;87151;87151;62;2712034;2702287;1462;68918;70252;46;13189313;13161020;3392;34519;29083;88;0;0;0;0;0;0;369644;421963;38;35773584;35586875;8387;0;0;0;2462818;2494646;179;1988400;1991278;38;13204841;18407081;3681416;2920766;584156;232638;2864622;17627;3525;2508;502;481;2542;8;0;6300097;1260019;2734971;546996;7025;705998;0;0;0;0;24707178;4941435;5655737;1131152;239663;3570620;4446353;889271;11257;2251;0;887020;711;0;0;0;711;787624;5233977;128554;0;3;0;13204840;410194
   Тульская область;165672344;164468492;12319;13277315;13273000;132721239;1339;227;227;2501;2;34439;114133372;113040423;565212193;11895;0;1614464;1614656;9795722;241;228;228;2593;1;0;0;0;0;181043;177524;887621;134;27010254;26994437;168796872;5630;7376827;7418400;2273;283754;283754;21;9416446;9342811;3297;566495;566726;833;440;440;2;950;931;18;17005;2861;11;0;0;0;159529407;158308190;11720;115500035;114394305;11628;8635888;8630946;440;575417;575442;191;8381752;8387241;2134;180499;176981;131;25728491;25615762;5433;527814;527802;184;0;0;0;6337;6337;1;407183;408489;65;20818480;20827656;12680;0;0;0;14569015;14488719;216;1434674;1435197;51;148694523;18310530;3662106;7461371;1492276;1191196;978634;3803;761;2803;561;0;200;6;0;2970361;594073;290288;58056;5937;530080;0;0;0;0;21280891;4256179;7751659;1550332;1197133;1508714;4433883;886778;142730;28546;193561;664671;3133;0;0;0;3133;2216094;6649977;10195;0;1;0;148694524;404922
   Тюменская область;279619399;279529251;13283;6381191;6369569;63699886;1321;-11;224;2452;9;761;204315022;204201037;1021070381;12781;99;1105013;1098944;6584420;246;850;850;4175;4;0;0;0;0;356122;356870;1784353;91;56624875;56705070;343838293;6137;8292070;8221177;2939;37895;37693;25;10834039;10794678;4367;2709263;2679152;908;0;0;0;571;767;15;3302;859;3;5;5;4;229705787;229801781;12711;159381597;159502551;12594;4094250;4116499;197;184161;184161;72;9888200;9835411;2716;357644;358357;90;52960632;53012520;5870;2855230;2805182;180;0;0;0;24;24;1;101141;101756;45;62800662;62619854;13657;0;0;0;10247331;10284859;234;9255641;9248691;35;94573905;43624651;8724928;7592082;1518417;880539;6325972;51904;10381;31973;6395;17;3969;10;0;26395630;5279125;19818441;3963688;325571;989866;0;0;0;0;70020281;14004053;27410523;5482105;1206110;7315838;30088209;6017643;2807224;561445;621123;4835075;37492;174;35;0;37457;3187063;33275272;476;0;1;0;94573908;92003
   Ульяновская область;89193498;88433454;9933;6668568;6689738;66897357;1091;381;360;3957;6;316593;65173840;64532249;322659848;9592;5176;1096501;1094906;6569429;189;212;212;1140;1;0;0;0;0;39321;39197;190020;80;12242381;12083165;75371732;4266;3294383;3295964;1770;48856;48469;11;3650709;3981457;2681;94104;99090;638;0;0;0;661;661;6;4377;254;3;25;25;2;80135232;79626509;9617;57214614;56737068;9561;4483830;4483780;234;280837;214933;101;3721608;3706866;1663;38162;38038;80;14308637;14355689;4059;87419;90008;135;0;0;0;0;0;0;221771;220921;54;10954646;10700913;10166;0;0;0;2066144;2011026;151;33508;33508;11;15350697;14257705;2851541;3520332;704067;466343;1681131;1620;324;0;0;13;311;2;0;1648431;329688;136774;27355;9074;293259;0;0;0;0;15906136;3181229;3657106;731422;475417;1974390;935437;187087;103976;20795;3716;162576;2541;0;0;0;2541;5903157;6838594;3822;0;2;0;15350700;213914
   Челябинская область;428694815;431301497;39258;15152372;15134174;151341821;2249;6355;6355;69893;23;-883733;310871288;312806903;1563975435;38240;49077;7716059;7682229;46047867;778;-414;471;8187;5;0;0;2163;0;488659;488169;2440845;217;78846997;78804828;477978610;19462;14576808;14513340;8460;366680;320570;75;16440223;16321013;11439;344914;342860;1752;301;301;3;7350;7038;42;50565;12696;41;25;25;5;384525599;387392543;38094;274142202;277107860;37801;11237249;11226871;1188;9406227;9415523;501;13615345;13613578;7887;385692;385201;205;75217247;75128608;18591;515681;507344;336;-11;52;3;3499;2935;8;4744337;4712300;536;52633305;52439351;39328;0;0;0;12786636;12864033;1026;2452575;2315943;76;164228561;81569553;16313909;12016324;2403266;671320;13239323;111623;22325;122772;24554;2724;-4953;21;0;103545944;20709189;51750707;10350141;116530;10242518;0;0;0;0;185115497;37023098;63767031;12753407;787850;23481841;10479263;2095856;210015;42004;45896;2007956;29009;17296;3459;71;25479;1770077;12249340;291427;12490;46;0;164228565;4685836
   Ярославская область;145708490;144994558;16994;4778290;4777308;47772601;1262;150;150;1653;4;564952;104815645;104624286;523095499;16609;6648;667941;668363;4010181;236;95;93;813;2;0;0;0;0;92813;92729;463642;98;27181332;27223144;164457169;7511;5670777;5662558;2837;321032;321823;41;7599784;7591525;4200;186163;180554;615;293;286;3;23599;19545;20;9597;2134;8;-11;0;1;129913517;129414213;16309;90653712;90182238;16213;4773729;4739906;431;217555;202849;204;10220148;10213543;2674;92668;92584;98;23789320;23821019;7173;161443;157837;171;846;846;1;161;0;0;685673;607399;113;22395404;22229303;17114;0;0;0;7079827;7063748;289;679474;679474;34;42298136;30993561;6198710;3859671;771937;457668;4969105;150124;30025;26;5;539;29481;6;0;3883011;776601;912190;182437;2646;591518;0;0;0;0;34876572;6975311;4771861;954374;460314;5560623;28526928;5705386;211104;42221;32862;5630303;268;0;0;0;268;284059;28810987;33221;5368;12;0;42298139;606421
   г. Москва;9517059744;9370495904;314417;354657944;354769601;3547695824;25850;878773;891500;9806458;127;31735390;6697943578;6597949094;32990004282;305794;809448;49534266;48163165;289023694;3717;1132065;1196880;5986025;32;582233;595724;3008894;59;5814651;5047900;25239505;506;1931401897;1918211858;11649505870;162141;332663585;327397259;58883;72784925;72703065;499;446301088;440468633;82990;61018921;60727194;15504;186182;209754;196;16829;16597;65;1318139;902920;443;15336;15389;36;8505694232;8375184676;304731;5504222842;5389895461;301172;739497707;736812966;29844;43109996;43020704;5575;377890067;377468331;54040;5802387;5035212;482;1783385931;1771367266;156453;51413080;51243621;8152;176168;196092;70;233412;205578;73;373567575;374086762;3151;1341754379;1328342145;310747;64822378;64501561;0;639826580;645315854;3271;192432732;193047400;391;5612870661;1975003165;395000632;647260500;129452092;43928065;221620475;13829763;2765952;7712048;1542408;189972;1033572;403;0;61595073872;12319014776;54518531456;10903706290;59790632;1355517854;55975330;11195066;338;0;63626052367;12725210474;55165791956;11033158382;103718697;1588333395;4679322189;935864441;1324372890;264874579;2026644;668963218;72579301;15810920;3162184;389024;69028093;60438450120;65117772309;6759954;214695;192;0;5612870657;372656436
   г.Санкт-Петербург;2708247899;2655070170;143035;124327911;123293479;1233211477;10102;12800;12802;140832;47;6438311;1962743460;1931663548;9658491902;139602;31913;13497134;13447075;80684210;1867;5322;4684;56724;10;188211;188211;941527;7;1281449;1202546;6013428;259;508892177;498556112;3031655028;76291;84063592;78757927;31622;1004212;1021084;194;90988950;86636629;42892;8459390;8359822;5198;24804;23525;41;7929;3561;52;202017;42261;94;13391;13659;17;2398709126;2347648482;139803;1688491892;1648305883;138534;143224970;142543085;11198;5633478;5525914;2240;87743791;87764696;29382;1277392;1198489;242;465024126;455111390;73160;7251003;7145701;2128;7110;6523;8;298015;261679;15;85810721;85548197;1762;382127743;378914223;142312;0;0;0;148923357;148830669;1885;22243379;21771970;156;1006167122;397554880;79510973;111361680;22272331;9687506;47551136;1185707;237141;782813;156562;5439;75140;121;0;3299147224;659829449;1687569570;337513917;7206219;315109313;0;0;0;0;3696702104;739340422;1798931250;359786248;16893725;362660449;123951724;24790346;9344799;1868961;703436;22217949;151390;53319;10665;9562;131163;203130627;327082351;389025;31835;89;0;1006167124;85421844
   г.Севастополь;14523454;14554598;3005;1040073;1039083;10390830;388;242;242;2662;1;272;10490282;10528708;52643541;2893;1;17323;16362;98173;32;0;0;0;0;0;0;0;0;20855;20855;104276;23;2329742;2327749;14284695;1820;520429;519061;729;0;0;0;624664;621073;1035;13049;13642;251;0;0;0;306;317;6;0;0;0;0;0;0;11867784;11924489;2857;9124928;9169819;2810;14858;14800;16;7341;7341;15;666214;664066;654;20185;20185;21;2028705;2040501;1701;7384;7384;16;0;0;0;0;0;0;4694;4694;9;2732506;2722957;3202;0;0;0;58595;74010;19;26978;26978;3;206669;4206334;841268;260414;52081;161645;627542;1417;283;267;53;44;186;2;0;350285;70057;65430;13086;4238;52733;0;0;0;0;4556619;911325;325844;65167;165883;680275;10274644;2054928;82382;16476;14816;2023636;7176;172;34;82;7060;22427;10297071;11400;0;2;0;206669;4694
   Еврейская автономная область;2242818;2236398;301;283276;282971;2829711;66;1;1;14;2;2379;1516172;1515084;7575421;281;0;754;754;4526;3;0;0;0;0;0;0;0;0;16690;16690;83451;7;315453;312861;1905534;107;100462;100506;36;0;0;0;108092;108036;71;25667;25337;248;0;0;0;128;128;2;0;0;0;0;0;0;1838271;1862579;288;1316725;1330058;287;57261;56902;27;311;311;1;104692;103185;36;16690;16690;7;332120;332126;100;10472;23308;9;0;0;0;0;0;0;654835;645890;10;433649;420899;513;0;0;0;656139;665504;47;0;0;0;10374655;440142;88028;130542;26110;24097;37821;12379;2476;11824;2365;0;111;2;0;10202;2040;0;0;0;2040;0;0;0;0;450344;90068;130542;26110;24097;39861;57922;11584;7222;1444;0;10140;0;0;0;0;0;0;57922;0;0;0;0;10374655;645891
   Ненецкий автономный округ;4716551;4721655;146;76709;76609;766086;23;0;0;0;0;18179;3476272;3443933;17219662;143;-18205;27172;37223;223337;5;0;0;0;0;0;0;0;0;5521;5521;27604;11;980650;1009921;6064007;67;24466;24466;23;0;0;0;148884;148450;45;6;6;3;0;0;0;0;0;0;0;0;0;0;0;0;5110401;5098658;133;4063193;4061560;130;0;0;0;0;0;0;29129;29121;20;5521;5521;11;1012524;1002375;69;32;81;5;0;0;0;0;0;0;2785877;2595086;8;814623;813780;134;0;0;0;3991833;3783068;20;1190920;1190925;5;22348981;434408;86879;45409;9083;13193;64603;5;1;308;62;0;-61;1;0;1640840;328168;5914;1183;0;326985;0;0;0;0;2075248;415047;51323;10266;13193;391588;1083118;216624;0;0;110256;106368;141;0;0;0;141;66400;1149518;0;0;0;0;22348981;2595086
   Ханты-Мансийский автономный округ - Югра;522193516;521259756;9918;2045425;2062340;20623937;537;2035;2035;22385;11;32299;429072876;428884160;2144421725;9773;-27;711252;711307;4269043;203;0;0;0;0;29827;29827;178962;1;16335294;16334774;81673871;114;57522996;56683923;343116494;3447;14511375;14607346;1532;9793;9007;5;16462701;16571823;2593;392999;392415;1008;0;0;0;56;56;5;2997;2122;4;1006;1025;3;315809897;314931540;9196;240860356;241088658;9122;1201628;1205582;88;305344;302369;32;14332712;14190503;1414;9349633;9349022;109;49357338;48465999;3320;400312;324945;252;0;0;0;962;853;4;19776790;19726504;52;194854513;194623784;10462;0;0;0;7806603;7595374;170;23588716;23453164;70;645894184;29433725;5886741;9376999;1875402;705839;3305500;49497;9899;2623;525;391;8983;12;0;24303536;4860710;5008268;1001653;25952;3833105;0;0;0;0;53737261;10747451;14385267;2877055;731791;7138605;6789113;1357822;257846;51570;47597;1258655;54439;14678;2936;238;51265;3746607;10535720;58;12;1;0;645894184;19723424
   Чукотский автономный округ;5724201;5714415;206;138271;138374;1375368;43;0;0;0;0;1342;3920090;3919833;19607061;198;0;13442;13437;80624;4;0;0;0;0;0;0;0;0;176017;176013;880062;15;801451;791292;4872719;81;446992;446992;27;0;0;0;673587;674137;68;730920;728636;430;0;0;0;0;0;0;15791;0;0;0;0;0;8543153;8536786;202;6384801;6380170;201;10743;11097;6;23211;23158;2;357992;357125;24;176017;176013;15;910798;909570;75;670112;670183;58;9469;9469;1;8187;0;0;2343245;2342420;13;1921827;1920792;522;0;0;0;6344632;6356078;90;132169;132169;4;58499968;290476;58096;68810;13762;21696;22638;2471;494;0;0;0;494;4;0;268016;53603;8259;1652;8277;43674;0;0;0;0;558492;111699;77069;15414;29973;66312;183608;36721;29032;5806;28151;2764;10606;881;176;0;10430;19608;203216;0;0;0;0;58499968;2334762
