GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147;G148;G149;G150;G151;G152;G153;G154;G155;G156;G157;G158
   Новгородская область;83015646;83066384;5759;6415678;6414381;64143804;637;141;141;1556;6;7292;55324509;55399358;277000657;5542;0;756623;775348;4652141;167;116;116;295;4;0;0;1983;0;153211;153470;767350;67;17940785;17950123;111178395;2698;1728788;1682908;1176;319847;319847;13;2417399;2366660;1901;256807;256288;449;0;0;0;747;747;15;39039;16899;6;-51;0;0;79471241;79523975;5521;57613030;57702561;5481;4766093;4759648;280;255986;253602;127;1869956;1869553;1091;151545;151804;67;14563643;14535818;2582;250870;250870;116;0;0;0;411;411;1;941824;943174;74;11092314;11049417;5805;0;0;0;8173781;8156866;181;679887;679887;16;170740023;1;7159789;1431957;1212134;242427;286920;902610;2006;401;87;17;142;242;3;0;3002113;600422;978963;195793;51580;353049;0;0;0;0;10161902;2032379;2191097;438220;338500;1255659;2202384;440477;42533;8506;421;431550;451;0;0;0;451;7;0;206751;2409135;543;0;2;0;170740023;907406
   Новосибирская область;595985203;595894257;59187;62018142;61854715;618477182;6731;29372;29269;321962;35;6631;401409320;401567257;2009357633;57195;0;3477323;3511186;21574075;912;823;891;9296;5;0;0;0;0;312072;311291;1556456;152;106957509;107033516;676830432;29322;19908478;19709095;13809;128465;127398;53;21783865;21578073;19750;497893;499803;1673;1293;1279;10;9360;9360;50;238962;127747;48;-1528;311;2;530003756;529738958;57865;383797716;384115399;57505;21783433;21779086;2538;6072029;6076672;896;22789999;22716221;12797;305455;306091;139;94444959;94328684;27881;427844;427105;388;1380;1380;7;169767;96418;10;17252653;17310230;319;80394152;80277170;58484;0;0;0;30772916;30795449;1034;2229870;2154327;70;290937864;0;112125031;22425005;35785493;7157099;2310079;12957827;439864;87973;208287;41657;6591;39725;50;0;210840090;42168016;104921557;20984311;1049852;20133853;0;0;0;0;322965121;64593021;140707050;28141410;3359931;33091680;515494625;103098925;4033632;806728;28293;102263904;519911;1533873;306775;237;212899;69;0;10758956;526253581;377164;2412;40;0;290937864;17059057
   Омская область;248333162;248463324;20411;19260105;19251967;192508552;3233;15905;26925;296176;19;-299;175022832;175442167;877274766;19458;0;458295;459688;2758087;215;0;0;0;0;0;0;0;0;133090;130084;650418;105;41645801;41391336;258296149;8623;11147765;11115947;3956;11444;11475;28;11797414;11760221;6265;231545;231421;857;275;275;3;419;486;18;27736;1417;9;0;0;1;205601788;205806344;19831;154210153;154751109;19715;2522078;2511128;390;779760;779593;403;12077777;12063916;3727;133324;129983;105;35699585;35386545;8149;175789;182785;153;-68;0;0;8153;182;2;360351;361126;219;51223333;51137445;20163;0;0;0;8599056;8584118;592;6629302;6629616;35;58661521;2;32702445;6540491;8754633;1750928;560632;4228931;42004;8401;21432;4286;856;3259;11;0;43233694;8646740;8400344;1680069;5348;6961323;0;0;0;0;75936139;15187231;17154977;3430997;565980;11190254;17812266;3562453;181910;36382;98458;3427613;3801;195;39;0;3762;6;0;2764863;20577129;2647;0;3;0;58661521;350633
   Оренбургская область;360845263;360237795;13651;13212943;13179429;131794300;2315;1203;1111;12221;10;989;264800839;264378093;1321890469;12853;0;4731470;4730579;28383478;301;0;0;0;0;0;0;0;0;652175;648108;3240542;133;65893130;65810204;404409791;6337;10867300;10808854;3149;329174;329265;17;11553479;11489240;4607;186581;185745;874;0;0;0;1324;1324;31;46601;22880;11;284;0;1;248363174;247991549;12881;172056591;171859107;12784;2600079;2599064;234;942640;939787;162;11893110;11877244;2874;651936;647532;128;60078061;59926277;5913;143016;142299;180;0;0;0;18424;9;1;4128521;4132723;162;114956551;114714168;13907;0;0;0;6343582;6349948;379;5139359;5133571;54;145534767;3;22428177;4485638;3898988;779796;350762;3355080;7128;1426;0;0;0;1426;13;0;65367101;13073422;51818281;10363655;39923;2669844;0;0;0;0;87795278;17559060;55717269;11143451;390685;6024924;20247665;4049533;47737;9547;7450;4032536;3455184;31;6;0;3455178;18;0;752802;21000467;57814;9172;11;0;145534767;4118591
   Орловская область;92961310;93024076;7663;13969422;13946706;139467052;1495;5747;5735;63086;4;1002;49994663;50125269;250625185;7075;0;1419049;1407214;8442316;193;339;339;1693;2;0;0;0;0;90900;90924;454618;62;22052057;22025305;146970250;3591;4676576;4646423;1399;3808;3808;12;5428446;5422051;2075;105477;112674;456;54;54;1;4467;4512;16;10889;8462;3;0;0;0;84808011;84871204;7286;54662702;54766948;7226;3702008;3703070;257;490338;490486;188;5422530;5425728;1264;89126;89150;61;20361015;20305540;3421;82749;90285;105;0;0;0;10;0;0;50247;50247;36;11999321;12008911;7786;0;0;0;3739762;3742801;269;372324;372324;25;25228779;0;7476784;1495359;2026539;405307;142713;947339;26168;5234;26120;5224;0;10;5;0;1567446;313490;57715;11544;2002;299944;0;0;0;0;9044230;1808849;2084254;416851;144715;1247283;1532211;306443;8896;1779;2116;302548;0;0;0;0;0;0;0;13275;1545486;29087;0;11;0;25228779;47980
   Пензенская область;155302582;155104033;11793;21781364;21768374;217665425;1875;-2828;1043;11477;5;1011;99025415;98892958;494428429;11157;0;1234149;1210597;7263582;333;0;0;0;0;0;0;0;1;102379;96560;482798;131;25694263;25693780;162834240;5982;7125251;7090106;2683;1107;1107;5;7467127;7439557;3963;67985;68758;748;5;5;2;653;653;29;427570;418973;9;0;0;0;136757144;136604542;11367;102624966;102527165;11305;3021804;3021991;350;396582;397958;180;8082404;8043222;2438;102288;96469;130;22469600;22457930;5735;67670;67996;119;0;0;0;0;0;0;905868;905874;23;23371663;23319720;11964;0;0;0;5202916;5205280;238;977520;977467;55;26353520;0;13659811;2731963;2348972;469797;206078;2056088;26120;5224;20808;4162;9;1053;4;0;10438666;2087733;4579580;915916;15159;1156658;0;0;0;0;24098477;4819696;6928552;1385713;221237;3212746;3526653;705331;3630;726;478;704127;29556;0;0;0;29556;1;0;609948;4136601;0;0;0;0;26353520;2060
   Пермский край;525817410;525354338;33258;18471038;18439403;184394162;2987;1128;24;260;4;948;396258564;395860462;1979298498;32448;20;4630906;4642857;27857101;753;-2675;5;26;2;0;0;0;0;2036760;2035990;10179952;278;86724931;86744885;523088076;16298;16028585;15937417;8233;273587;273587;26;17694498;17629403;11836;1099806;1094045;2062;126695;126695;3;3120;3079;36;1622729;1619063;17;139;348;3;382924025;382747568;32084;277162654;277103612;31864;7811299;7815326;920;1306701;1291079;352;16716979;16653101;7572;2033106;2032342;267;76858572;76853967;15688;1001188;990270;303;0;0;0;210;210;2;1637582;1637713;170;159438719;159183131;34295;0;0;0;15369590;15410967;414;10444916;10445008;109;401896249;3;58483466;11696695;11009309;2201860;980826;8514009;10334;2067;6823;1365;2208;-1506;23;0;44285454;8857091;12645035;2529007;47024;6281060;0;0;0;0;102768920;20553786;23654344;4730867;1027850;14795069;24725012;4945004;901062;180214;67315;4697475;21094;37874;7575;63;13456;14;0;5999150;30724162;66014;7689;10;0;401896249;1633745
   Псковская область;54656677;54038050;5783;10679980;10680284;106802798;718;1227;1137;12508;5;16;32489148;32344593;161713937;5617;0;1565451;1146624;6879747;121;0;0;1600;0;0;0;0;0;55437;55268;276339;55;8282678;8255519;51018575;2485;1350101;1365520;1043;24826;33649;13;1582740;1554608;1615;109343;124518;469;0;0;0;8810;8810;10;6246;3234;5;0;0;0;49668456;49415901;5536;37663307;37458850;5480;2320142;2319724;339;497825;493604;253;1381435;1363678;941;53857;51133;53;7682985;7663732;2348;69148;69111;92;0;0;0;68;59;1;1224411;959181;332;6763785;6612276;5683;0;0;0;2774580;2715424;551;273877;273877;8;16508999;2346;6105770;1221154;879258;175852;222159;823143;7646;1529;4160;832;0;697;6;0;532529;106505;306373;61275;5567;39663;0;0;0;0;6638299;1327659;1185631;237127;227726;862806;256225;51244;13755;2750;922;47572;0;0;0;0;0;0;0;150000;406225;1639;0;1;0;16508999;955607
   Ростовская область;640166302;639435681;44259;60025528;59999243;600051370;6579;77724;48221;530430;66;28177;388546287;388107831;1940472510;41407;8;11771302;11751087;70506524;891;6633;6633;93168;10;55;55;601;1;813742;813423;4067121;351;146487313;146369594;935848842;25749;26332714;26178797;11093;601458;600447;67;32399461;32301703;15531;423852;423356;1387;2015;2015;11;2742;3534;76;150687;10347;28;3728;1987;7;601326813;601520783;42695;403159878;403557751;42233;27710307;27622022;2534;3304860;3346587;854;29353050;29388087;10054;794736;791948;336;136727942;136550953;24450;273047;272497;359;1331;1310;2;2963;1381;6;28869232;28847716;584;82168218;81463463;43110;0;0;0;71551673;71880029;2394;1305587;1282831;78;714052304;2255;80770850;16154170;22328139;4465627;8568129;3120414;41581;8316;9411;1882;207;6227;45;0;51685572;10337116;1945938;389186;150252;9797678;0;0;0;0;132456422;26491286;24274077;4854813;8718381;12918092;14257500;2851500;1399571;279915;943155;1628430;107641;29358;5872;3644;98125;64;0;52687498;66944998;138267;7472;24;0;714052304;28652783
   Рязанская область;223573987;224061009;15290;18294345;18297489;182974869;2022;658;658;7242;11;71393;148724467;149172168;745861289;14534;0;2792985;2802590;16815528;347;12;12;62;2;0;0;0;0;67936;67997;339985;94;42925396;42929335;264657885;7236;9806781;9825230;3083;31688;31688;23;10696774;10719197;4547;140266;139932;702;29;29;1;2266;2266;23;42915;2261;14;0;0;0;191193038;191750029;14720;135039809;135737767;14613;7413543;7411758;522;859900;855346;233;11671367;11673379;2827;66018;66079;92;35965922;35914335;6849;104084;104084;149;0;0;0;171;171;3;480814;480026;90;37016484;37001174;15435;0;0;0;4901054;5006751;178;232898;233207;25;48397048;0;13884088;2776820;3152803;630562;341111;1805147;31205;6241;26796;5359;0;882;3;0;31843983;6368796;1067318;213464;44320;6111012;0;0;0;0;45728071;9145616;4220121;844026;385431;7916159;2243044;448609;4428;886;0;447723;2500;0;0;0;2500;8;0;452229;2695273;66208;272;2;0;48397048;218626
   Самарская область;801773242;799849779;59749;33518704;33524168;335230963;5125;4392;7031;77341;16;2988;573129890;571503881;2857528108;57932;1;12011418;12001520;72009549;791;1514;1499;29824;7;0;0;0;0;434154;431394;2156970;239;149258484;149139752;912917707;27762;30981768;30854341;12860;180684;176469;69;33413087;33235481;17976;2813249;3014986;1816;1722640;1722640;11;1439;1439;31;131983;127162;30;-4;0;1;638532079;637365984;57868;435037423;434380173;57475;27295753;27232657;1560;1915884;1916313;570;35649566;35497532;12051;433325;429559;226;137218111;136940755;26405;979420;966412;554;0;0;0;4176;3896;6;6111610;6098585;403;173762583;173201731;59455;0;0;0;13639031;13625768;641;9412501;9393281;136;323968012;3;91114500;18222902;23227887;4645577;2179596;11397729;169683;33937;4095;819;9175;23943;17;0;75003686;15000738;16634034;3326807;100654;11573277;0;0;0;0;166118186;33223640;39861921;7972384;2280250;22971006;42725708;8545143;968316;193663;1360709;6990771;29935;1723;345;0;29590;33;0;6628159;49353867;58820;4712;21;0;323968012;6050217
   Саратовская область;286336353;286163154;23030;33046415;33001980;330019924;3406;22801;30306;326141;15;7217;168183033;168120412;840596644;21760;37;10008560;9981147;59886880;454;0;0;0;0;-33;38;381;1;577562;577566;2887831;152;56105268;56097224;352255445;12235;16580395;16536912;5688;825855;827791;52;18391123;18352206;7885;230627;230275;793;0;0;0;5236;5236;20;5535;2027;17;0;0;0;252567200;252820840;22250;175948161;176239670;22080;4791002;4798339;466;538029;531096;303;14857411;14849923;5250;573092;572792;145;55685829;55655602;11518;170559;170892;172;0;0;0;1054;346;6;1251364;1253029;158;45749115;45389672;22946;0;0;0;12967992;13041888;454;1220523;1247581;30;76495780;1;28280964;5656194;5891646;1178327;866535;3611332;355954;71191;50040;10008;597;60586;12;0;18082806;3616561;1646375;329276;3502;3283783;0;0;0;0;46363770;9272755;7538021;1507603;870037;6895115;8841968;1768395;384595;76918;32482;1658995;8878;33526;6705;135;2038;18;0;657259;9499227;7608;0;3;0;76495780;1148081
   Сахалинская область;66359039;66402976;3911;4880831;4794264;47942187;741;279;279;3070;4;947;49457464;49466642;247335879;3793;0;380785;418111;2508666;44;389;389;99617;1;0;0;0;0;56869;56703;283516;46;9588730;9693232;62045051;1718;1540115;1519949;593;129948;129948;13;1993137;1972785;1157;692433;691933;495;24;24;1;58;58;3;17094;16966;1;0;0;0;69526847;69398189;3703;56461525;55410935;3648;2438961;2453155;280;5628;5628;23;2110766;2111489;552;56003;55221;43;7705956;8684542;1614;744401;673614;187;3609;3609;1;0;0;0;5223733;5223903;100;20106302;20156532;3926;0;0;0;25359445;25238070;408;176542;176871;10;166753357;0;13984631;2796927;1008489;201699;187122;2408106;41682;8336;9471;1894;181;6261;11;0;4888954;977791;404835;80967;31499;865325;0;0;0;0;18873585;3774718;1413324;282666;218621;3273431;2939402;587880;959318;191863;233735;162282;258839;100000;20000;0;238839;10;0;4528221;7467623;209190;803;5;0;166753357;5223641
   Свердловская область;1614950455;1601740370;85948;43221156;43216077;432160130;5885;58039;57977;637751;43;-13409;1035047979;1021609513;5108013774;83723;132;120960349;120962309;726079232;1872;2852;2777;92670;12;26675;26675;133708;6;1399415;1398339;6991696;501;332312217;332562968;2010573465;47636;76408930;76366326;23518;999624;1016707;147;81947329;81905514;30875;1189114;1164541;4111;7705;7705;16;46626;46937;106;151723;20109;55;0;0;0;1468014882;1450469179;83599;1044245084;1027284981;83034;40829965;40068590;3463;10875724;10876354;1060;90002687;89637947;21613;1378039;1375861;479;280085418;280301931;45847;1047787;932774;946;-380268;4509;10;26790;5739;12;5201272;8967320;708;204980917;205204099;87249;0;0;0;65600184;60452309;1041;5832407;5744884;206;688640540;28;172547602;34509523;41023514;8204702;4818905;21485916;1010366;202073;9325;1865;25194;175014;34;0;633702087;126740420;241359387;48271876;492470;77976074;0;0;0;0;806249689;161249943;282382901;56476578;5311375;99461990;66670990;13334196;2980920;596183;263374;12474639;183634;1138596;227719;189616;-233701;60;0;5795243;72466233;604067;243354;35;0;688640540;8830489
   Смоленская область;173881856;174109942;15889;13290817;13289899;132898988;1988;139;91;1005;2;32011;111662213;112449372;562799840;14957;11;4495965;4186490;25115546;370;0;0;0;0;0;0;0;0;64698;62944;314720;83;38263437;38065245;235479949;6782;4553050;4537962;2615;1132858;1132458;37;6071709;6055659;3918;370678;370298;1380;605;600;2;424;389;13;2950;1935;17;0;0;0;161140498;161579594;15824;98012646;98556756;15419;5925063;5914902;823;18467522;18465975;3778;5380380;5370849;2384;63188;61434;81;33074919;32857978;6259;349923;349839;445;0;0;0;266;266;4;5029710;4874384;1137;19277195;19204683;14136;0;0;0;11157755;11144098;3561;138044;138044;15;130664561;1;13680078;2736017;2100175;420035;193868;2122114;13980;2796;9397;1879;1;916;16;0;5354344;1070868;460281;92056;6424;972388;0;0;0;0;19034422;3806885;2560456;512091;200292;3094502;3346267;669254;361307;72262;3236;593756;84109;183953;36791;819;46499;30;0;6499930;9846197;2224638;132129;190;0;130664561;4873430
   Тамбовская область;115114205;114748903;7689;31418912;31419724;314116951;2163;18890;18268;200953;12;411;51290011;51138826;255745879;6928;0;333795;331946;1991677;151;-13;0;11;0;0;0;0;0;178294;170984;854918;80;24433117;24264672;185507168;3536;6675993;6637116;1592;515802;515802;4;7442826;7404915;2405;111426;111354;709;0;0;0;1296;1296;18;4607;981;4;109;120;2;106579944;106440273;7342;75392031;75337835;7290;1323541;1323541;91;341215;337778;79;7510977;7475527;1423;177171;170940;80;21748762;21708404;3289;84184;84184;131;0;0;0;2637;91;1;507547;507553;5;14019154;13800548;7978;0;0;0;5873483;5878033;139;349517;349485;18;18207275;0;10389461;2077892;1661509;332302;89990;1655600;26220;5244;0;0;0;5244;3;0;9566801;1913360;4050821;810164;2264;1100932;0;0;0;0;19956262;3991252;5712330;1142466;92254;2756532;1704637;340928;241784;48357;22441;270130;9594;11487;2297;2297;5000;4;0;136744;1841381;35305;0;2;0;18207275;506586
   Тверская область;177408152;177376065;14843;10668471;10661104;106587618;1632;9432;8916;98074;13;20530;122524062;122551609;610135285;14407;0;10783101;10783080;64698396;330;117;354;2015;3;0;0;0;0;169644;169580;847899;92;28784326;28773576;177174340;6936;3792423;3791274;2881;100618;100450;27;4448645;4406998;4361;287910;285852;1658;2;2;1;546;546;15;12366;11107;5;0;0;0;159760419;159752067;13930;121324650;121321437;13814;8205150;8205839;461;667477;666894;220;6288216;6285677;2675;169474;169042;89;22868540;22856642;6636;251527;251468;228;0;0;0;0;0;0;1526089;1530449;118;23116232;23088089;15848;0;0;0;6675710;6680369;264;561535;561535;37;37650111;0;21339367;4267874;3244830;648966;192915;3425993;3444;689;0;0;0;689;4;0;3580672;716133;164881;32976;5728;677429;0;0;0;0;24920039;4984007;3409711;681942;198643;4103422;3744150;748831;164660;32931;2319;713581;289;0;0;0;289;2;0;1184126;4928276;958;0;3;0;37650111;1530272
   Томская область;269017506;268919452;11286;15340492;15342108;153421133;1269;5308;5308;58391;2;363;210447921;210419470;1052107423;10971;-4;701575;724445;4346669;193;0;0;2;0;0;0;0;0;208797;208797;1043985;71;35524849;35469287;215567038;5466;6327779;6290821;2608;240135;240688;9;6787887;6749078;3718;104928;102469;978;494;494;3;1315;1152;16;7183;514;7;-23;0;0;203829836;203899039;10925;159456907;159612510;10848;2522269;2523198;248;199493;198996;97;8102038;8092914;2382;208797;208797;71;33284273;33212467;5221;50143;50133;136;0;0;0;0;0;0;449148;462042;47;70013076;69840309;11771;0;0;0;5147667;5163997;319;3665138;3669401;65;30218226;1;25635978;5127199;4693200;938644;483379;3705176;366193;73239;4699;940;912;71387;10;0;10821045;2164209;450135;90026;23599;2050584;0;0;0;0;36457023;7291408;5143335;1028670;506978;5755760;5401946;1080389;19721;3944;26104;1050341;1040;0;0;0;1040;14;0;1639676;7041622;22017;0;2;0;30218226;455950
   Тульская область;316196339;314393841;18096;21395652;21384353;213823619;2036;10284;10284;113127;7;11768;215946200;214832945;1074171130;17424;0;3216912;3229834;19391017;348;2623;2709;16837;6;0;0;0;0;419190;418365;2091827;185;61633000;61211828;379362368;8854;11310856;11077480;3913;128142;124305;30;13563124;13293531;5489;858831;858278;1196;0;0;0;2941;2941;42;1121882;1105305;16;-1;0;0;304639486;302590153;17311;210276261;208646499;17162;23447330;23510299;628;835528;847299;316;17056943;17048807;3598;411276;412369;179;51782097;51298408;8441;826633;826640;270;2009;92;1;0;0;0;173069;172690;67;42332447;42239940;18498;0;0;0;28149102;28597779;387;2394972;2417170;92;296420492;4;33055633;6611126;8235224;1647045;1240699;3723382;935;187;844;169;0;18;2;0;7459639;1491927;277873;55575;8082;1428270;0;0;0;0;40515272;8103053;8513097;1702620;1248781;5151652;6533069;1306615;580419;116083;634223;556309;2885;248;50;987;1848;6;0;1721480;8254549;6609;0;4;0;296420492;167426
   Тюменская область;586880411;586192028;19320;10799998;10781864;107819235;1900;540;528;5807;14;841;431267282;431074501;2158275812;18609;16;1680325;1644898;9868750;369;287;287;1467;4;0;0;0;0;605733;606095;3030475;125;119423197;119047260;720938255;9555;20714043;20666482;5098;20638;20992;27;23101194;23027167;7418;1927145;1967673;1306;24;24;1;2058;2058;32;2705;697;3;28;28;4;480651939;480584045;18556;335219966;335259915;18374;6821103;6799283;279;538311;537851;128;26151798;26084207;4724;604405;604732;117;109546264;109433279;9127;1871183;1952399;276;0;0;0;0;0;0;105128;95354;45;119646911;119066431;19727;0;0;0;11480658;11492185;412;17722081;17704899;49;251661535;2;72204667;14440937;15902225;3180441;1682055;9578441;222520;44504;12847;2569;352;41583;14;0;18327583;3665517;2119770;423954;392126;2849437;0;0;0;0;90532250;18106454;18021995;3604395;2074181;12427878;43492431;8698486;4058986;811797;708491;7178198;255978;4236;847;4236;250895;27;0;7715920;51208351;148;60;1;0;251661535;94141
   Ульяновская область;141446871;139570244;14453;11999811;11992613;119935312;1598;3236;3236;35597;14;243;98183865;96377164;481873663;13928;25;2258637;2258641;13566183;300;598;598;2989;3;0;0;1;1;88487;88202;441012;104;23266964;23245969;146307874;6579;5027742;5026676;2985;48860;48860;16;5645577;5604094;4411;217152;216674;861;1599;1599;2;851;851;9;913;821;5;23;23;1;129221873;127452961;14000;95895737;94117226;13914;6447478;6465220;342;349917;347687;158;6314933;6319106;2689;84486;83833;98;19899619;19890587;6215;229676;229274;179;0;0;0;0;0;1;640854;641030;62;16743769;16657902;14645;0;0;0;4933851;4955215;259;48789;48789;15;26815797;0;21137666;4227537;5637686;1127538;558137;2541862;96;19;0;0;0;19;2;0;5827784;1165556;497772;99554;20461;1045541;0;0;0;0;26965450;5393093;6135458;1227092;578598;3587403;3602443;720489;223119;44624;41694;634171;0;0;0;0;0;0;0;9976406;13578849;2020;0;1;0;26815797;639081
   Челябинская область;867328256;867679492;57940;27455619;27448160;274481784;3431;17816;16953;186482;26;4287;620180000;619995943;3099945495;56373;471;19443579;19300857;115805142;1181;0;0;0;0;0;0;0;0;1071607;1070280;5351401;308;166158888;166462775;1011369938;30301;30112240;30510386;14404;780120;790640;63;32990277;33378249;19151;498541;497361;2440;779;776;10;11235;11163;62;175665;81493;62;-396;24;8;777702272;778367572;56531;552282304;552621144;56141;22890110;22878630;1806;14739341;14757566;800;33645720;33385118;13387;750838;749695;295;153246380;153548341;28873;403552;408393;460;-271196;0;0;39438;30359;7;6926858;6933886;670;104729455;104357539;57928;0;0;0;21282191;21310585;1550;5659603;5759324;125;389363751;6;89480990;17896191;18323025;3664604;1051955;13179632;69078;13816;86389;17277;3657;-7118;32;0;368081458;73616290;256958836;51391766;149842;22074682;0;0;0;0;457562448;91512481;275281861;55056370;1201797;35254314;16144208;3228841;447848;89570;42229;3097042;34196;41613;8323;1755;24118;31;0;4306539;20450747;250315;24807;47;0;389363751;6836371
   Ярославская область;285573159;285245915;24756;9211817;9211975;92119773;1834;12;9;96;4;-2403;187289225;187476420;937376629;24223;6;1686758;1671191;10026939;350;0;0;10;0;0;0;97;0;202179;202147;1010730;150;72746211;72283404;436351601;11423;12307211;12270064;4678;546730;546749;43;14433867;14398509;6847;307531;307497;878;605;605;6;5271;5271;28;16801;1886;9;0;0;0;236751740;237036258;23901;167405430;167851158;23775;8575904;8435639;639;653529;652181;314;13122550;13131750;4284;201908;201871;150;46643209;46605381;10910;162452;162419;240;0;0;0;17;0;0;971681;971584;135;54447982;53838850;24926;0;0;0;6239256;6253852;390;1610696;1611010;48;71353944;1;48799967;9759992;9394176;1878832;967340;6913820;91938;18388;32;6;0;18382;15;0;10337574;2067514;1610668;322133;19245;1726136;0;0;0;0;59137541;11827506;11004844;2200965;986585;8639956;40175094;8035017;231998;46400;8220;7980397;80812;0;0;0;80812;20;0;468450;40643544;121180;5292;10;0;71353944;968823
   г. Москва;16578237685;16453746841;459370;620548077;620027857;6200279784;36833;1437083;1442470;15867167;136;7778476;11200345738;11084447429;55850405691;446208;18133;82438488;82480349;494886567;5296;1335860;1337072;6686440;63;763112;762987;3843585;102;17600459;17551567;87757831;754;3754519766;3745834860;22795676499;245078;685472472;681856791;98252;138541595;138389747;606;898299756;893927731;136076;80147478;78727436;21789;1195518;1201504;317;-19334;12175;84;4500827;3217479;668;-8998;1547;35;14938276899;14815668589;446134;9536717159;9428617876;440878;1099632372;1099436053;43442;89584251;89354789;9023;843678924;841517502;89329;17541408;17497813;722;3285564627;3274171197;235832;64912709;64493201;11553;500239;500277;150;331387;256703;99;764333966;764691227;4255;2364669555;2352957463;454560;92988291;92992250;3873;1403951519;1397214908;5214;183129440;182853776;600;10345886575;20;3436281418;687256285;950343676;190068734;73536050;423651501;23074671;4614933;8318043;1663609;183342;2767982;534;0;195234423114;39046884624;132992304228;26598460845;108264973;12340158806;3240929;648186;52;0;198673945461;39734789095;133942647904;26788529579;181801023;12764458493;22266435403;4453287079;5329901124;1065980226;11731366;3375575487;26281128;13142545;2628509;3214675;20437944;594;0;39970847851;62237283254;6366427;293749;242;0;10345886575;760522530
   г.Санкт-Петербург;5411130503;5391206716;201869;221169969;220697631;2206840084;14401;11373;11969;131663;62;45490;3865491590;3852698612;19261574413;196802;1081;16860973;16555885;99634471;2475;6568;5935;31772;21;37676;37690;189487;5;2262986;2174023;10870117;410;1050909555;1048597939;6372927208;114967;239187679;235642594;52305;2651841;2652411;183;254673172;250711855;69358;13762270;13674753;7478;63721;63496;64;10637;10567;86;300427;136697;169;-2492;140;15;4971459607;4955478982;197324;3521951962;3508505852;195529;208015217;207984010;16074;11677910;11745279;3606;307873545;306494538;47764;2239399;2150574;387;908645406;907698625;110352;11039049;10913917;2972;3976;3976;13;60088;10531;14;340767515;339499071;2340;720221718;716512577;201823;0;0;0;607756122;606133765;2630;190152151;190242471;237;7939049640;5;711184110;142236824;244996469;48999290;16728210;76509324;1132443;226489;677230;135446;24085;66958;108;0;5957798750;1191559748;5537724722;1107544944;14092392;69922412;0;0;0;0;6668982860;1333796572;5782721191;1156544234;30820602;146431736;384960114;76992021;22632077;4526416;1586648;70878957;289439;843192;168638;32769;88032;146;0;570213190;955173304;335181;17662;96;0;7939049640;339234943
   г.Севастополь;29047725;28949504;4462;1894809;1895909;18959086;597;0;0;0;1;161;19907919;19839607;99198036;4298;2;21435;21540;129238;45;0;0;0;0;0;0;0;0;89691;89691;448455;35;5755695;5718807;34565467;2747;1209047;1205830;1157;0;0;0;1378013;1383788;1642;21243;21040;335;7;7;1;861;860;11;0;0;0;0;0;0;24377819;24344284;4291;17993884;17977494;4224;15378;15378;16;8440;8455;21;1753029;1746136;1089;90512;89546;34;4504648;4495347;2583;11928;11928;21;0;0;0;0;0;0;5322;5322;9;4890880;4825505;4743;0;0;0;187547;186955;35;87060;87060;8;241064;0;7351622;1470325;251928;50386;291659;1128280;1139;228;328;66;53;109;2;0;399029;79807;39399;7880;372;71555;0;0;0;0;7750651;1550132;291327;58266;292031;1199835;13180009;2636001;91862;18373;17767;2599861;10020;17000;3400;133;6487;5;0;22203;13202212;11844;0;3;0;241064;5226
   Еврейская автономная область;5059275;5041191;458;437667;444533;4445329;118;196;308;3383;6;0;3007629;2998844;14994264;412;0;900;640;3841;10;68;68;379;1;0;0;0;0;83490;83490;417452;11;1049368;1042285;6289697;160;472250;465932;75;0;0;0;480024;471092;134;12435;12563;290;0;0;0;94;94;3;10944;0;0;0;0;0;4392791;4387788;431;3095226;3100217;424;92942;93091;33;9195;9195;6;306289;299484;69;83490;83490;11;796510;793804;153;9151;8518;23;0;0;0;0;0;0;1368174;1368174;14;689454;678038;669;0;0;0;1374312;1379418;68;0;0;0;21746087;0;893368;178675;236145;47230;19488;111957;236246;47249;74703;14941;3609;28699;5;0;14806;2961;1142;228;0;2733;0;0;0;0;908174;181636;237287;47458;19488;114690;305284;61057;23632;4726;0;56331;3;0;0;0;3;1;0;0;305284;0;0;0;0;21746087;1357321
