GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21;G22;G23;G24;G25;G26;G27;G28;G29;G30;G31;G32;G33;G34;G35;G36;G37;G38;G39;G40;G41;G42;G43;G44;G45;G46;G47;G48;G49;G50;G51;G52;G53;G54;G55;G56;G57;G58;G59;G60;G61;G62;G63;G64;G65;G66;G67;G68;G69;G70;G71;G72;G73;G74;G75;G76;G77;G78;G79;G80;G81;G82;G83;G84;G85;G86;G87;G88;G89;G90;G91;G92;G93;G94;G95;G96;G97;G98;G99;G100;G101;G102;G103;G104;G105;G106;G107;G108;G109;G110;G111;G112;G113;G114;G115;G116;G117;G118;G119;G120;G121;G122;G123;G124;G125;G126;G127;G128;G129;G130;G131;G132;G133;G134;G135;G136;G137;G138;G139;G140;G141;G142;G143;G144;G145;G146;G147
Ростовская область;321831102;320396191;30457;25405426;25369600;253695951;3904;53697;24024;264250;36;439875;6;209438568;209201701;1050108349;28677;2294;0;3099880;3046224;18277339;615;28;20;1800;2;0;0;0;0;436615;409521;2047604;209;65920094;65705458;420572609;16588;13004708;12915274;5933;450896;451061;80;16985060;16536200;8484;257592;254699;1137;1258;1234;4;2247;1740;53;28486;17682;16;49045;49045;2;295779877;295408470;28925;203302135;203342049;28570;13612784;13594020;1838;1366955;1377881;493;15154262;15118978;5580;434467;407133;203;61741000;61410177;15731;225645;223838;305;0;0;0;1055;270;4;12937060;12714629;489;42850459;42150284;29802;0;0;0;29587988;29562183;1510;459827;530178;52;272542814;39303300;7860662;9711639;1942329;779215;5139118;16184;3237;4397;879;0;2358;17;0;24537388;4907477;1905649;381129;40763;4485585;0;0;0;0;63840688;12768139;11617288;2323458;819978;9624703;6577605;10308274;16885879;145191;6171;16;0;272542296;12673340
Рязанская область;107086767;107148699;10895;8037107;8045366;80453783;1390;4060;4410;48503;16;-9113;61;76521393;76601794;383011781;10343;3844;0;1209903;1168928;7013566;262;0;0;0;0;0;0;0;0;43721;43721;218602;68;16315242;16284547;99877340;4679;4358404;4371581;1822;12447;12405;20;4979318;4974522;2598;75216;75221;593;0;0;0;2180;2180;16;17744;1865;9;7;7;2;87367491;87530048;10429;64337801;64527157;10351;3164235;3158687;334;374708;374410;129;4770512;4760551;1644;35662;35674;63;14613266;14581135;4521;76857;76846;118;0;0;0;376;349;3;447874;448351;96;21126581;21008713;11104;0;0;0;1754704;1750662;135;147871;147636;18;15435334;6662905;1332581;1310237;262048;201060;869473;1409;282;58;12;0;270;4;0;4439276;887855;599125;119825;40707;727323;0;0;0;0;11102181;2220436;1909362;381873;241767;1596796;2635854;174307;2810161;496;83;1;0;15435334;429017
Самарская область;439418747;442191801;44984;15940339;16016079;160160623;3536;2039;2018;22199;14;-942562;0;338104776;339537508;1698599718;43888;2893;0;4580366;4584415;27537732;546;13937;13909;77195;8;12;12;62;1;303639;296502;1482510;157;66615801;66770085;413623006;18427;13849148;13817943;6891;143016;143655;63;14868801;14855890;9853;1855557;1824141;1351;821836;821836;5;2270;2804;28;17173;3940;24;407;413;8;366336345;369009434;43431;272259951;275970220;43153;14312479;13190980;1031;1182767;1189888;340;14472440;14549568;6621;301989;295008;153;62843251;62845197;17532;963508;967304;413;0;0;0;4572;3995;3;3688160;3699895;381;79880733;79938673;44727;0;0;0;8767338;8698443;408;7124626;7142229;106;141139406;53307552;10661509;12382343;2476470;1375856;6809183;415429;83085;141478;28297;1403;53385;18;0;82679058;16535811;38741592;7748319;70804;8716688;0;0;0;0;135986610;27197320;51123935;10224789;1446660;15525871;25596903;1708487;27305390;90618;11268;20;0;141139407;3705730
Саратовская область;135598333;134861294;16252;9298687;9500781;95007802;1886;434;434;4845;5;268747;190;93224516;92567852;462845880;15455;276;1;1675580;1683191;10099139;317;0;0;0;0;0;0;0;0;170869;170824;854118;94;23876907;23780573;147989630;7878;5380662;5374810;3109;725767;719031;39;6786165;6747410;4338;74433;89928;516;0;0;0;1370;1370;16;4366;1575;13;0;0;0;116063820;115470373;15343;84483894;83910379;15232;2284789;2283196;302;292389;293016;179;5662991;5666335;2856;170564;170519;88;22983511;22959175;7458;123677;123923;127;0;0;0;99;99;4;742431;742559;148;21620160;21474843;16105;0;0;0;2856954;2829909;361;1257624;1261638;24;21382914;15706176;3141235;3678208;735645;617516;1788074;112;22;0;0;0;22;3;0;6435238;1287049;593609;118722;8131;1160196;0;0;0;0;22141414;4428284;4271817;854367;625647;2948270;10834356;278294;11112650;4069;37;5;0;21382915;738936
Сахалинская область;48202316;47487736;2579;2494941;2462788;24627871;411;18;18;202;3;-1363;0;36964921;37025179;185126044;2503;-1730;0;257894;252642;1515851;28;0;0;0;0;0;0;0;0;60318;59959;299796;36;6876920;6590891;42938351;1081;1205927;1190288;356;94753;94753;6;1427868;1424129;669;723049;683422;406;0;0;0;0;0;0;136;1;2;-163;-164;1;47843943;44527311;2408;38981039;35757116;2368;1584147;1552864;229;-2800;1878;9;1533570;1538370;361;60323;59959;35;5289614;4944425;1080;705379;669031;135;0;0;0;0;0;0;2098096;2109276;69;14750959;14487485;2644;0;0;0;15841796;12943438;241;156511;157609;10;45666001;6002625;1200524;555554;111111;114679;974734;4074;815;0;0;0;815;6;0;3943661;788733;257762;51553;18978;718202;0;0;0;0;9946286;1989257;813316;162664;133657;1692936;1681449;8912130;10593579;66029;0;2;0;45666001;2090830
Свердловская область;661068739;657157370;58418;21665439;21613581;216135140;4021;29089;29089;319973;32;4966721;14;451269104;459030915;2295034528;56947;83242;1;42398565;35619048;213712873;1217;5503;5496;35286;18;145591;145591;812178;3;842108;839308;4191046;304;112912402;112749443;691390562;30625;23315259;23212994;13115;894587;894957;141;27085021;26994651;17493;1034708;1004390;3275;73;73;3;13402;13385;84;66220;7221;44;0;0;0;600576918;597742519;56527;435238376;432622359;56120;22544699;22381695;2259;7016394;7045240;672;24784898;25022456;11807;826410;823559;295;109500029;109177864;29639;581225;567183;722;30106;29709;7;43239;3652;14;10121782;9999009;619;87494310;86438892;59658;0;0;0;33099950;32426514;739;3895188;3892454;150;345497573;98479376;19695875;25986684;5197337;3511152;10987386;42939;8588;7110;1422;41;7125;22;0;250022294;50004460;119929733;23985947;276388;25742125;0;0;0;0;348501670;69700335;145916417;29183284;3787540;36729511;34300991;3687574;37988565;139229;3761;36;0;343270542;9916076
Смоленская область;76354244;76260415;10598;5444764;5410691;54106906;1289;-1017;2172;23896;15;361211;0;52102406;52612348;263093953;9981;23190;0;1730541;1675882;10053399;293;0;0;0;0;0;0;0;0;41790;40686;203424;58;13859029;13744724;84510723;4105;1391598;1374596;1403;332931;332240;38;2794027;2768217;2141;195797;192525;1020;0;0;0;227;227;10;7224;3698;19;0;0;0;69542617;69759402;10495;43913434;44229821;10231;2855377;2976383;523;7725951;7600452;2418;1800321;1800076;1356;39521;38127;57;13015333;12922522;3849;176044;175593;293;18817;18817;3;5540;2830;6;3262968;3185052;885;8528799;8438315;9603;0;0;0;4922317;4857164;2342;76832;76832;5;54861023;7054264;1410858;950810;190166;142011;1078681;17030;3406;943;189;0;3217;3;0;2910975;582196;421312;84262;2454;495480;0;0;0;0;9965239;1993054;1372122;274428;144465;1574161;38388739;3170805;41559544;1236794;114642;170;0;54861024;3181791
Тамбовская область;62854410;61675250;5858;12284985;12314045;123140448;1423;419;1553;17086;7;943399;0;33385085;33114332;165571886;5382;-594;0;120606;151732;910397;87;-45;0;0;0;0;0;0;0;59319;58293;291463;67;10972362;10974830;82330461;2280;4628706;4597164;783;312470;312483;8;5088865;5053813;1232;47145;46322;601;11;11;2;1693;1693;21;7725;3397;2;-1;0;0;60180988;59105304;5581;44706632;43667681;5544;977255;977740;73;160710;160686;50;4176565;4175444;745;58524;57440;64;10066406;10032077;2134;36001;35507;95;0;0;0;5038;2029;1;342053;342053;15;6156552;6039076;6134;0;0;0;3762111;3753042;128;131749;132769;16;10983238;5870646;1174130;719620;143923;203301;826906;4847;969;0;0;0;969;2;0;9960035;1992006;8583770;1716754;3221;272031;0;0;0;0;15830681;3166136;9303390;1860677;206522;1098937;1240242;175617;1415859;5595;0;2;0;10931724;341472
Тверская область;83429804;83216530;10269;4466018;4443085;44430832;1089;920;920;10119;10;80089;1;62382096;62285653;311427937;9957;377;0;2034984;2034512;12207064;239;1062;40;611;3;8;8;41;1;50957;50759;253794;75;12573086;12575144;78899701;4483;1422636;1389792;1575;16496;16495;32;1841482;1801058;2450;123999;123116;1271;-68;18;1;220;220;13;1220;136;8;5;5;1;73136737;73148542;9597;54766615;54866922;9513;4165991;4165070;338;212998;213722;137;1539171;1512190;1451;51212;50284;74;12287314;12226866;4307;112250;112250;156;3;3;1;588;298;2;789784;785432;110;12554427;12335464;11132;0;0;0;2926626;2920893;190;559263;562255;25;16992615;8986605;1797322;1588779;317755;151980;1327587;0;0;0;0;0;0;0;0;3772175;754435;259051;51811;3870;698754;0;0;0;0;12758780;2551757;1847830;369566;155850;2026341;990887;2079399;3070286;0;0;0;0;16992615;784079
Томская область;132806246;132970618;8578;6952679;6950445;69504445;883;3238;3238;35622;4;110961;12;102880892;103100789;515503732;8335;22;0;342083;331217;1987297;142;1304;1304;6520;2;726;726;3628;2;63987;63872;319353;58;20046755;20046936;120760481;3572;2010349;2073674;1507;112832;112826;5;2405273;2469048;2206;76306;76110;817;0;0;0;236;236;6;6870;11;1;98;100;2;101463688;101686139;8207;78333156;78505799;8151;1225622;1218198;162;76280;73829;59;1695142;1755948;1342;63901;63785;56;20018669;20016610;3410;50657;51707;101;29;29;1;0;0;0;335956;375813;45;32013844;31999886;9022;0;0;0;955519;917664;180;3329015;3329221;38;11615346;15632932;3126593;2537154;507430;234649;2384514;4605;921;3732;746;746;-571;4;0;4925011;985002;278589;55717;7962;921323;0;0;0;0;20557943;4111595;2815743;563147;242611;3305837;3865884;677001;4542885;631852;43655;5;0;11615497;355899
Тульская область;151978368;151529472;12816;9803822;9800878;98094300;1284;106;104;1147;6;426990;0;104981480;104917568;524599120;12409;153;0;974336;972463;5834778;185;6745;7955;50660;3;10;10;95;1;152895;147367;736827;121;24749076;24756556;170860513;5690;9747081;9707833;2123;473964;473403;30;10887703;10873460;3060;540418;512731;902;76;76;2;226;397;22;22937;7292;10;20;20;1;146009407;145662273;12220;105754317;105355394;12125;5825517;5837696;431;434676;433941;168;7864500;7907444;1972;151624;146096;118;25494186;25619900;5488;484079;479318;173;0;0;0;96;0;0;758383;757007;78;18676732;18533733;13192;0;0;0;12789663;12743593;233;1795220;1539042;59;127916213;17848284;3569662;4418351;883670;389237;2296755;4433;887;4358;872;224;-209;8;0;4397057;879411;206439;41288;3743;834380;0;0;0;0;22245341;4449073;4624790;924958;392980;3131135;6555344;1580786;8136130;107663;0;7;0;127916213;765388
Тюменская область;263172187;263604172;14133;5440080;5436658;54366588;1340;431;431;4741;16;-257252;0;196892467;197249088;986257027;13645;-15309;0;744460;754086;4526397;276;14;14;1826;3;1;1;4;1;317008;316116;1580577;88;45828870;45737198;276793276;6232;13219683;13116670;2790;139048;139029;26;14222043;14099314;4158;3079605;3045154;1007;3;3;1;856;856;18;6414;283;2;136;11;2;221826706;222540663;13445;157689651;158753987;13333;4263004;3986964;196;132508;130810;69;9544689;9657414;2658;311413;310500;83;46760998;46591877;5960;3125321;3108233;200;-3;0;0;0;0;0;214574;216194;47;64256896;63888141;14504;0;0;0;20064381;19931551;240;8098480;8028934;36;82515425;37329602;7465920;7148265;1429654;867084;5169182;40641;8128;3677;735;296;7097;16;0;35906056;7181213;11264335;2252869;446164;4482180;0;0;0;0;73235658;14647133;18412600;3682523;1313248;9651362;27998244;3731610;31729854;75;0;1;0;82567890;194394
Ульяновская область;80064114;78955492;10052;4611297;4640025;46400252;1030;281;396;4359;8;442691;0;58060957;57762934;288814679;9680;2642;0;942845;940735;5644410;184;194;194;1112;5;134;134;669;1;34054;33699;168491;83;12060919;12073190;76266624;4182;3215426;2776191;1541;37752;37752;11;3908631;3449560;2321;89765;88878;740;267;267;3;332;332;4;4315;245;7;-83;2;1;70752434;69809222;9646;50087415;49122483;9583;3975283;3983609;224;263533;249637;98;2853305;2883083;1493;33455;32831;76;13458031;13464688;3969;78169;69649;148;0;0;0;16;0;0;338701;338252;49;10449610;10268868;10352;0;0;0;1481564;1388541;143;318598;101855;12;9864325;19513727;3902746;3347345;669468;316217;2917061;7790;1558;0;0;0;1558;3;0;2828849;565770;124957;24991;3813;536966;0;0;0;0;22342576;4468516;3472302;694459;320030;3454027;923135;7985767;8908902;1133;0;1;0;9864325;337757
Челябинская область;388056168;385842531;40804;13901511;13871593;138715920;2308;5795;5795;63727;22;2660696;0;283037864;283711280;1418545950;39749;-57649;0;4663035;4645157;27718713;784;-58645;3605;20051;10;-120;0;82;1;392032;389400;1947000;225;71049723;70335087;433969884;19480;10712295;10562065;8048;360812;233281;76;12419386;12284141;10746;596811;563940;2027;236;236;4;5116;5109;55;36706;14621;42;262;299;6;349466735;347460720;39454;252752771;251152974;39201;12385026;12390970;1178;6013267;6017199;505;9949217;9913070;7281;332711;328992;218;67229361;66816091;18606;566730;568469;382;276230;276216;3;2348;600;4;2949226;2971607;637;47554590;47303900;41088;0;0;0;11364259;11227147;1038;2159760;2785018;88;138437857;50816519;10163305;10600975;2120195;642677;7400433;56674;11335;86434;17287;2631;-8583;25;0;87899597;17579920;29425965;5885194;84094;11610632;0;0;0;0;138716116;27743225;40026940;8005389;726771;19011065;7345860;1386936;8732796;309285;14687;45;0;138513862;2958459
Забайкальский край;24737917;24694439;2335;1552788;1549084;15490845;418;-75;55;603;6;98063;0;19010794;18992213;94961169;2203;-42;0;30387;29553;177322;64;202;266;1330;3;0;0;0;0;245574;254905;1274529;38;3200707;3191660;19203253;726;490509;467308;283;8970;8970;4;600169;575870;513;137709;137365;902;-557;0;0;-710;49;4;8473;51;1;-136;4;1;21549632;22214106;2035;17175989;17258506;1998;189620;765182;160;1216;1216;9;703936;709422;234;203919;213250;38;3160680;3152378;709;114269;114149;78;0;0;0;8464;0;1;4134463;3635240;119;4870252;4810886;2928;0;0;0;5738442;5788679;327;152804;152804;13;41928679;5860261;1172050;768016;153603;19922;998525;2927;585;2;0;0;585;2;0;8918726;1783745;4678;936;9076;1773733;0;0;0;0;14778987;2955795;772694;154539;28998;2772258;5766155;7500;5773655;1778;54;3;0;41928681;3634643
Ярославская область;130888622;130805993;17413;4179298;4173788;41737814;1247;0;0;0;0;261896;0;98248418;98345382;491722970;17037;66;0;500042;500635;3003211;241;321;321;1632;4;129;129;643;2;102545;102548;512746;85;22493963;22584994;137096482;7490;4120923;4108777;2680;178096;178004;44;5108865;5094985;3969;137690;136864;681;115;115;3;15460;15462;27;1383;495;4;0;0;0;115329666;115491774;16620;82089184;82254744;16522;4163780;4170746;449;203398;196521;186;6766210;6781997;2479;102224;102219;85;21893961;21868793;7175;114256;114481;193;54;88;1;200;0;0;527395;530480;130;21275023;21033646;17552;0;0;0;6109239;6125136;300;929063;929087;23;30780956;28347449;5669490;4650882;930178;603624;4135688;8871;1774;26;5;0;1769;6;0;5544315;1108863;1292047;258409;11640;838814;0;0;0;0;33891764;6778353;5942929;1188587;615264;4974502;81845953;193070;82039023;156072;12154;17;0;30780956;527107
город Москва;8714653475;8595726201;333342;294605717;295332577;2953328565;26214;854006;808969;8898183;141;109818884;2005;6094523437;6089856018;30474599658;321628;944187;8;37668723;36820150;221020244;4078;965168;1157189;5801998;73;543751;543321;2831612;84;10500941;5453732;27270211;519;1764101657;1759457686;10675612537;167400;297315911;297759454;57643;84112444;82959691;618;436111576;434184902;80308;45248058;43575210;16439;115002;112887;141;6260;11610;78;1277534;1017477;581;2335;2364;33;7820271025;7715486208;323086;5133844423;5019181045;319574;622888848;624856862;29849;36969045;36861031;5394;314663862;316707922;53462;10486099;5436939;487;1662457012;1657846951;162092;34538595;34476562;8559;621282;606094;81;168589;138472;84;433655087;432456326;3599;1184749885;1182595352;329120;50765580;50368459;2353;664703680;662156905;3292;156512475;155608562;419;6387977637;1887262750;377452550;530087345;106017475;50182774;221252301;12411669;2482333;4671507;934302;159452;1388579;344;0;64548567923;12909713585;60466351263;12093270255;69555905;746887425;74020569;14804114;379;0;66509851242;13301970249;60996438608;12199287730;119738679;982943840;4766432980;59026468834;63792901814;22965768;1024987;210;0;6150110829;460631165
город Санкт-Петербург;2461096277;2434938647;149197;111589241;111946424;1119146387;10168;19783;19783;217629;57;55498524;0;1767469142;1850165800;9250828566;145770;-25955;0;9834214;10166028;61003590;2016;148270;143565;763838;23;304438;301878;1509392;9;1227463;1754138;8770687;248;451173845;473111275;2913640666;77661;60198485;61291559;30268;1902804;1447529;246;67749941;68718121;40414;7265389;7577824;5550;8376;8330;28;1531;1530;70;115666;64027;123;3504;3530;19;2175050055;2155269085;145548;1556071917;1552213223;144289;119277839;121396165;11202;4891481;4917026;2215;68915771;71214757;28211;1767338;1753742;239;416408185;422480140;74924;6110454;6451268;2247;87730;87805;6;33879;6060;17;55569916;59022934;1992;346946050;357301955;148197;0;0;0;112618600;112862216;2040;25791258;32754332;180;811874538;444712522;88942496;186058679;37211738;8501370;43229388;1514804;302960;974097;194820;5509;102631;106;0;2438629558;487725914;1860558849;372111767;5847611;109766536;0;0;0;0;2883342080;576668410;2046617528;409323505;14348981;152995924;157958617;121387500;279346117;528025;17617;85;0;779022202;64815323
Еврейская автономная область;2669729;2664297;326;269625;269617;2696165;61;391;391;4298;3;73;0;1851345;1849932;9249659;297;1;0;54;54;323;2;0;0;0;0;0;0;0;0;38367;35127;175637;6;417480;417047;2536014;109;88652;88635;39;0;0;0;92395;92128;70;10916;10827;301;0;0;0;72;72;2;0;0;0;0;0;0;2211026;2217284;314;1646826;1655866;307;87683;88184;38;523;523;2;79095;79040;32;38367;35127;6;350851;350866;97;7682;7682;15;0;0;0;0;0;0;348997;340854;14;391975;389854;587;0;0;0;266632;267986;54;0;0;0;4599866;342530;68508;82833;16567;5363;46578;18;4;0;0;0;4;1;0;27632;5526;758;151;0;5375;0;0;0;0;370162;74034;83591;16718;5363;51953;83454;30;83484;0;0;0;0;4599866;340861
Ненецкий АО;4882649;4836168;139;61836;61836;618360;22;0;0;0;0;3653;0;3609425;3568414;17842076;136;0;0;33555;33555;201330;5;0;0;0;0;0;0;0;0;1853;10749;53743;14;1108259;1109622;6674690;66;27699;27686;25;0;0;0;64067;51989;48;937;937;9;0;0;0;0;0;1;0;0;0;0;0;0;6727899;6738609;129;5650825;5652543;126;0;0;0;0;0;0;21046;21047;21;2617;10670;14;1053207;1054147;64;204;204;6;0;0;0;0;0;0;1620467;1620427;8;728936;715124;131;0;0;0;4191406;4234747;19;1799087;1799089;6;27482972;149032;29808;94074;18812;13220;-2224;0;0;56202;11240;0;-11240;0;0;2241834;448367;5464;1093;3804;443470;0;0;0;0;2390866;478175;99538;19905;17024;441246;472;190018;190490;0;0;0;0;27482973;1620412
Ханты-Мансийский АО - Югра;547320736;547028696;10669;2263506;2259856;22598578;522;4049;4045;44488;8;10205;0;458383307;458175565;2290904814;10501;841;0;309475;317890;1907338;197;154;154;2251;1;0;0;0;0;16251429;16248889;81244443;116;53423053;53373687;325178891;3510;16390758;16382329;1560;22971;17940;13;17217021;17203144;2538;447357;441627;1114;62;0;0;6;6;5;1029;838;4;202;202;2;353609476;353588362;9861;275198504;275253251;9796;1603454;1595132;100;199382;199382;43;18316087;18248385;1410;8580055;8577341;111;49370759;49376494;3353;321347;325233;279;0;0;0;231;231;4;25227771;25224856;51;174453595;174193075;11343;0;0;0;4848064;4796525;165;29055476;29075257;72;815035252;28091205;5618242;9627979;1925594;716744;2975904;22041;4408;23664;4733;22019;-22344;6;0;36480528;7296105;11295968;2259193;40811;4996101;0;0;0;0;64571733;12914347;20923947;4184787;757555;7972005;4546903;3269824;7816727;1226;0;1;0;819630015;25370854
Чукотский АО;4989879;4975849;193;136812;136779;1367795;42;466;466;5125;1;6242;0;3504018;3499737;17498685;186;0;0;1879;1879;11275;4;0;0;0;0;0;0;0;0;147629;147629;738149;12;561124;552082;3380728;73;571655;571710;29;0;0;0;631707;637554;65;507865;507527;494;0;0;0;29;29;2;0;0;0;0;0;0;6273552;6270253;191;4585706;4588198;187;9421;9231;3;2770;2770;1;117006;117085;19;147629;147629;12;1034417;1028736;75;376604;376604;55;0;0;0;0;0;0;2346578;2346578;10;1148366;1148959;586;0;0;0;4269614;4281309;85;56897;57324;5;85016433;271669;54333;78014;15602;52275;-13544;83;17;150;30;12;-25;1;0;233856;46771;4109;822;4109;41840;0;0;0;0;505525;101104;82123;16424;56384;28296;104610;0;104610;0;0;0;0;85016433;2346578
Ямало-Hенецкий АО;408005104;407908736;2199;391881;390334;3903333;157;728;728;8010;3;174940;0;330635289;330752512;1653773493;2162;1962;2;46126;42950;257679;56;0;0;0;0;0;0;0;0;149471;137519;687595;60;56334514;56310049;338052191;867;19953556;19979597;887;0;0;0;14088283;20174293;603;7715269;7708170;462;0;0;0;470;232;1;0;0;0;-247;0;0;289205320;289129184;1940;203120881;203400561;1921;972827;972640;28;812;870;2;28000846;27997665;365;149720;4427111;60;49629811;49401877;817;7237269;7224013;146;0;0;0;0;0;0;5863052;5863074;17;171091287;171016169;2492;0;0;0;49702142;49447640;64;35995086;34509312;52;3007249934;10923185;2184637;6009567;1201914;140848;841875;24123;4825;37840;7569;0;-2744;10;0;19109232;3821846;2263279;452654;3553;3365639;0;0;0;0;30032417;6006483;8272846;1654568;144401;4207514;50684126;263932;50948058;12067;0;2;0;309049933;5863023
Республика Крым;63756821;63854151;9007;4584509;4635853;46358504;1226;182;182;2002;2;136108;0;44477084;44769053;224295568;8653;2795;0;78686;79740;478438;95;1307;1272;4790;5;10;10;49;1;128100;126830;634157;100;11176934;11180048;69616731;5179;2789854;2774187;2018;431;431;1;3172426;3053970;2819;53882;51369;1256;-5;0;0;628;628;22;4325;605;1;-9;0;0;54946307;55072845;8518;41377486;41633018;8376;69058;74588;57;101855;99834;84;3142882;3133594;1875;126708;125106;98;10037941;9986429;4840;88846;18872;108;0;0;0;0;0;0;13108;13060;9;11118189;10943919;9891;0;0;0;2307155;2167968;41;32739;32739;12;1778780;14839159;2967836;2628428;525684;502866;1939286;11502;2300;41;9;153;2138;7;0;31384708;6276942;16136569;3227314;286584;2763044;0;0;0;0;46223867;9244778;18764997;3752998;789450;4702330;1661906;42012;1703918;480;0;1;0;1778778;13060
город Севастополь;12740533;12739009;3107;922253;922729;9227293;404;0;0;0;0;-27843;0;9077665;9078997;45394983;2997;65;0;35034;18731;112382;41;0;0;0;0;0;0;0;0;16012;15424;77120;26;2300241;2284896;14003508;1855;347844;348687;700;0;0;0;417106;418232;998;13872;13795;307;10;10;2;211;211;5;0;0;0;0;0;0;10246741;10301381;2959;8050316;8096091;2910;18265;18916;21;8417;7209;19;426412;430308;631;15861;15273;25;1717875;1724011;1747;9595;9573;21;0;0;0;0;0;0;3339;3339;6;2580940;2541997;3350;0;0;0;68670;85982;22;9027;10461;5;168426;4238265;847657;171852;34371;91661;721625;280;56;0;0;0;56;0;0;619657;123931;85291;17057;3354;103520;0;0;0;0;4857922;971588;257143;51428;95015;825145;4349159;50244;4399403;14510;0;2;0;168425;2979
БАЙКОНУР;338363;338385;32;3704;3703;37027;10;0;0;0;0;5;0;313954;313983;1569914;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20700;20700;124198;7;0;0;0;0;0;0;0;0;0;862;970;8;0;0;0;0;0;0;0;0;0;0;0;0;250941;250601;25;177910;177804;25;233;233;1;50464;50464;6;836;601;1;0;0;0;21201;21201;6;298;298;2;0;0;0;0;0;0;0;0;0;88298;88759;37;0;0;0;0;0;0;0;0;0;1763;145543;29108;11615;2323;1425;25360;8832;1766;4743;949;0;817;8;0;12531;2506;305;61;169;2276;0;0;0;0;158074;31614;11920;2384;1594;27636;0;0;0;0;0;0;0;1763;0
